O74740	Accession	Label	Set	CV_Fold
P42737	P42737	0	Training	4
Q40089	Q40089	0	Training	0
Q92748	Q92748	0	Training	1
Q9FR37	Q9FR37	0	Training	2
Q8N3I7	Q8N3I7	0	Training	3
Q9W1C5	Q9W1C5	0	Training	4
O47027	O47027	0	Training	0
P38790	P38790	0	Training	1
Q63342	Q63342	0	Training	2
Q8W5B1	Q8W5B1	0	Training	3
Q9CQP8	Q9CQP8	0	Training	4
Q9Y221	Q9Y221	0	Training	0
Q14142	Q14142	0	Training	1
Q96B49	Q96B49	0	Training	2
C0HMD7	C0HMD7	0	Training	3
P53968	P53968	0	Training	4
Q9DAD6	Q9DAD6	0	Training	0
Q8L960	Q8L960	0	Training	1
Q9H4Z3	Q9H4Z3	0	Training	2
O54931	O54931	0	Training	3
P0CG12	P0CG12	0	Training	4
P07768	P07768	0	Training	0
P53072	P53072	0	Training	1
Q4V7C6	Q4V7C6	0	Training	2
Q12259	Q12259	0	Training	3
A0A061ACU2	A0A061ACU2	0	Training	4
P47139	P47139	0	Training	0
Q09683	Q09683	0	Training	1
P25846	P25846	0	Training	2
P40342	P40342	0	Training	3
Q12199	Q12199	0	Training	4
P35735	P35735	0	Training	0
Q9SMX1	Q9SMX1	0	Training	1
Q2Q5T5	Q2Q5T5	0	Training	2
Q9H063	Q9H063	0	Training	3
O43031	O43031	0	Training	4
Q6PCP5	Q6PCP5	0	Training	0
Q9NW13	Q9NW13	0	Training	1
Q9V9V9	Q9V9V9	0	Training	2
O14313	O14313	0	Training	3
Q9UKV8	Q9UKV8	0	Training	4
P25046	P25046	0	Training	0
P46983	P46983	0	Training	1
Q7TS55	Q7TS55	0	Training	2
P25644	P25644	0	Training	3
Q96BR5	Q96BR5	0	Training	4
Q9ZNX9	Q9ZNX9	0	Training	0
Q98TA5	Q98TA5	0	Training	1
Q9BSN7	Q9BSN7	0	Training	2
Q8IYT2	Q8IYT2	0	Training	3
Q9FZK4	Q9FZK4	0	Training	4
Q95QA6	Q95QA6	0	Training	0
P53193	P53193	0	Training	1
Q9NTI7	Q9NTI7	0	Training	2
A0JNW5	A0JNW5	0	Training	3
Q8BXP5	Q8BXP5	0	Training	4
Q9SYU4	Q9SYU4	0	Training	0
Q12223	Q12223	0	Training	1
Q8K2C6	Q8K2C6	0	Training	2
Q3UK10	Q3UK10	0	Training	3
Q9SIG8	Q9SIG8	0	Training	4
Q8RY73	Q8RY73	0	Training	0
P34160	P34160	0	Training	1
Q61818	Q61818	0	Training	2
P80235	P80235	0	Training	3
O59836	O59836	0	Training	4
Q9LK57	Q9LK57	0	Training	0
O14867	O14867	0	Training	1
Q9JIR4	Q9JIR4	0	Training	2
F8VQK3	F8VQK3	0	Training	3
Q563C3	Q563C3	0	Training	4
Q6NME7	Q6NME7	0	Training	0
Q8N5I2	Q8N5I2	0	Training	1
Q9NWQ9	Q9NWQ9	0	Training	2
Q9FFF4	Q9FFF4	0	Training	3
Q9CQJ2	Q9CQJ2	0	Training	4
Q8BLG0	Q8BLG0	0	Training	0
O74429	O74429	0	Training	1
Q42588	Q42588	0	Training	2
Q99728	Q99728	0	Training	3
Q21227	Q21227	0	Training	4
P53064	P53064	0	Training	0
P53266	P53266	0	Training	1
Q9Y605	Q9Y605	0	Training	2
P54310	P54310	0	Training	3
P40155	P40155	0	Training	4
Q283Q6	Q283Q6	0	Training	0
Q8T0G4	Q8T0G4	0	Training	1
O60127	O60127	0	Training	2
O60130	O60130	0	Training	3
Q17381	Q17381	0	Training	4
P53187	P53187	0	Training	0
Q96PM9	Q96PM9	0	Training	1
Q5VZI3	Q5VZI3	0	Training	2
P28805	P28805	0	Training	3
Q01217	Q01217	0	Training	4
Q9SII9	Q9SII9	0	Training	0
G5E8K5	G5E8K5	0	Training	1
Q9LTY1	Q9LTY1	0	Training	2
Q6P587	Q6P587	0	Training	3
P40057	P40057	0	Training	4
Q810F1	Q810F1	0	Training	0
Q9VKJ9	Q9VKJ9	0	Training	1
P38345	P38345	0	Training	2
P46783	P46783	0	Training	3
Q8GSI0	Q8GSI0	0	Training	4
Q9LHJ9	Q9LHJ9	0	Training	0
P54274	P54274	0	Training	1
Q9BQP7	Q9BQP7	0	Training	2
P32389	P32389	0	Training	3
Q6NKX1	Q6NKX1	0	Training	4
F4I3V6	F4I3V6	0	Training	0
Q80ZD3	Q80ZD3	0	Training	1
Q9CWR7	Q9CWR7	0	Training	2
P41779	P41779	0	Training	3
P34111	P34111	0	Training	4
Q9P0M9	Q9P0M9	0	Training	0
P69447	P69447	0	Training	1
Q8L493	Q8L493	0	Training	2
Q9LH52	Q9LH52	0	Training	3
P36632	P36632	0	Training	4
Q8K3J1	Q8K3J1	0	Training	0
Q8S9M1	Q8S9M1	0	Training	1
P09085	P09085	0	Training	2
Q9UUJ4	Q9UUJ4	0	Training	3
Q9SZR9	Q9SZR9	0	Training	4
O43687	O43687	0	Training	0
A0SVK0	A0SVK0	0	Training	1
Q93227	Q93227	0	Training	2
Q9H1K0	Q9H1K0	0	Training	3
Q60560	Q60560	0	Training	4
Q9FZ96	Q9FZ96	0	Training	0
O75955	O75955	0	Training	1
Q9ZVD0	Q9ZVD0	0	Training	2
O55081	O55081	0	Training	3
Q06339	Q06339	0	Training	4
D3ZKB9	D3ZKB9	0	Training	0
Q01664	Q01664	0	Training	1
Q9Y7L4	Q9Y7L4	0	Training	2
O75937	O75937	0	Training	3
P27202	P27202	0	Training	4
Q59UY7	Q59UY7	0	Training	0
P82245	P82245	0	Training	1
Q9UII2	Q9UII2	0	Training	2
B6TTV8	B6TTV8	0	Training	3
C0HM98	C0HM98	0	Training	4
Q9SUP6	Q9SUP6	0	Training	0
O35144	O35144	0	Training	1
Q9WV02	Q9WV02	0	Training	2
Q9H0E9	Q9H0E9	0	Training	3
Q8CGY6	Q8CGY6	0	Training	4
Q7X7A4	Q7X7A4	0	Training	0
Q12107	Q12107	0	Training	1
Q96IR7	Q96IR7	0	Training	2
Q5TGZ0	Q5TGZ0	0	Training	3
Q8H1E5	Q8H1E5	0	Training	4
P49005	P49005	0	Training	0
P53076	P53076	0	Training	1
Q9UT17	Q9UT17	0	Training	2
Q9U3V9	Q9U3V9	0	Training	3
P38830	P38830	0	Training	4
Q9UKK3	Q9UKK3	0	Training	0
P38637	P38637	0	Training	1
Q9LRH6	Q9LRH6	0	Training	2
Q9I869	Q9I869	0	Training	3
Q9QY24	Q9QY24	0	Training	4
Q9H0A8	Q9H0A8	0	Training	0
P56749	P56749	0	Training	1
Q17TI5	Q17TI5	0	Training	2
Q80TN7	Q80TN7	0	Training	3
O95817	O95817	0	Training	4
Q8IXI2	Q8IXI2	0	Training	0
O94268	O94268	0	Training	1
O74935	O74935	0	Training	2
P39707	P39707	0	Training	3
P26770	P26770	0	Training	4
P20143	P20143	0	Training	0
Q9D2V8	Q9D2V8	0	Training	1
Q8IPX7	Q8IPX7	0	Training	2
P15315	P15315	0	Training	3
O89019	O89019	0	Training	4
Q99MA9	Q99MA9	0	Training	0
Q8NEZ4	Q8NEZ4	0	Training	1
P70331	P70331	0	Training	2
Q9Y5Y0	Q9Y5Y0	0	Training	3
Q8L7S5	Q8L7S5	0	Training	4
O13539	O13539	0	Training	0
Q7KZN9	Q7KZN9	0	Training	1
Q9P7S9	Q9P7S9	0	Training	2
P17429	P17429	0	Training	3
Q92374	Q92374	0	Training	4
O95359	O95359	0	Training	0
P14866	P14866	0	Training	1
Q9URY2	Q9URY2	0	Training	2
Q9Y5Q8	Q9Y5Q8	0	Training	3
P28350	P28350	0	Training	4
P32570	P32570	0	Training	0
O77480	O77480	0	Training	1
Q38931	Q38931	0	Training	2
O13919	O13919	0	Training	3
Q9VIT0	Q9VIT0	0	Training	4
Q9NYF8	Q9NYF8	0	Training	0
Q9LVI4	Q9LVI4	0	Training	1
Q54XQ2	Q54XQ2	0	Training	2
C4LY96	C4LY96	0	Training	3
Q9DAT5	Q9DAT5	0	Training	4
P41277	P41277	0	Training	0
Q37707	Q37707	0	Training	1
Q10168	Q10168	0	Training	2
Q9JJ28	Q9JJ28	0	Training	3
Q9M7I7	Q9M7I7	0	Training	4
V5IM60	V5IM60	0	Training	0
Q5VTB9	Q5VTB9	0	Training	1
O75164	O75164	0	Training	2
Q63638	Q63638	0	Training	3
Q8RWI0	Q8RWI0	0	Training	4
Q86V20	Q86V20	0	Training	0
Q8VYR5	Q8VYR5	0	Training	1
O60094	O60094	0	Training	2
Q86XI2	Q86XI2	0	Training	3
Q08774	Q08774	0	Training	4
Q80W99	Q80W99	0	Training	0
Q15257	Q15257	0	Training	1
Q06149	Q06149	0	Training	2
Q9D6J6	Q9D6J6	0	Training	3
Q7Z5K2	Q7Z5K2	0	Training	4
Q9UGK8	Q9UGK8	0	Training	0
Q08236	Q08236	0	Training	1
P32493	P32493	0	Training	2
F4JP52	F4JP52	0	Training	3
Q497V6	Q497V6	0	Training	4
Q14642	Q14642	0	Training	0
P18625	P18625	0	Training	1
Q7RWZ7	Q7RWZ7	0	Training	2
P70460	P70460	0	Training	3
Q9Z2C8	Q9Z2C8	0	Training	4
P11596	P11596	0	Training	0
Q7S4E0	Q7S4E0	0	Training	1
Q9LZD0	Q9LZD0	0	Training	2
Q9USU8	Q9USU8	0	Training	3
Q90ZF9	Q90ZF9	0	Training	4
Q8BG36	Q8BG36	0	Training	0
Q8H1F7	Q8H1F7	0	Training	1
P55318	P55318	0	Training	2
Q6EKJ0	Q6EKJ0	0	Training	3
Q06706	Q06706	0	Training	4
Q32NC0	Q32NC0	0	Training	0
Q9LS02	Q9LS02	0	Training	1
O94261	O94261	0	Training	2
Q84N48	Q84N48	0	Training	3
Q86XK2	Q86XK2	0	Training	4
A6NK58	A6NK58	0	Training	0
P83111	P83111	0	Training	1
P40992	P40992	0	Training	2
Q9S7E4	Q9S7E4	0	Training	3
Q9UTI4	Q9UTI4	0	Training	4
F4JVI3	F4JVI3	0	Training	0
Q6UB28	Q6UB28	0	Training	1
P24522	P24522	0	Training	2
Q13325	Q13325	0	Training	3
P18608	P18608	0	Training	4
Q10FT0	Q10FT0	0	Training	0
Q6UL01	Q6UL01	0	Training	1
Q7TPD6	Q7TPD6	0	Training	2
Q15126	Q15126	0	Training	3
Q9VT00	Q9VT00	0	Training	4
Q12208	Q12208	0	Training	0
O74417	O74417	0	Training	1
Q86Y91	Q86Y91	0	Training	2
Q9SM44	Q9SM44	0	Training	3
Q708S7	Q708S7	0	Training	4
Q8RX78	Q8RX78	0	Training	0
P49919	P49919	0	Training	1
Q64318	Q64318	0	Training	2
P47076	P47076	0	Training	3
D5LXJ0	D5LXJ0	0	Training	4
P53032	P53032	0	Training	0
Q2M3C6	Q2M3C6	0	Training	1
Q69YI7	Q69YI7	0	Training	2
Q8NDD1	Q8NDD1	0	Training	3
Q12830	Q12830	0	Training	4
P0DPG3	P0DPG3	0	Training	0
P81128	P81128	0	Training	1
P93303	P93303	0	Training	2
P07470	P07470	0	Training	3
Q7Z6L0	Q7Z6L0	0	Training	4
P39001	P39001	0	Training	0
Q04049	Q04049	0	Training	1
Q99JB6	Q99JB6	0	Training	2
P34078	P34078	0	Training	3
P40498	P40498	0	Training	4
Q9SZH4	Q9SZH4	0	Training	0
O59767	O59767	0	Training	1
Q8L9Y3	Q8L9Y3	0	Training	2
Q9HAW4	Q9HAW4	0	Training	3
P53866	P53866	0	Training	4
A0A075TRB3	A0A075TRB3	0	Training	0
P15512	P15512	0	Training	1
Q12084	Q12084	0	Training	2
O88339	O88339	0	Training	3
Q8VYE2	Q8VYE2	0	Training	4
O94621	O94621	0	Training	0
Q9UHQ1	Q9UHQ1	0	Training	1
Q9LXW7	Q9LXW7	0	Training	2
P40459	P40459	0	Training	3
O94667	O94667	0	Training	4
P38793	P38793	0	Training	0
Q9C9T3	Q9C9T3	0	Training	1
F4JYC8	F4JYC8	0	Training	2
Q8H0V4	Q8H0V4	0	Training	3
Q03218	Q03218	0	Training	4
Q9ASS2	Q9ASS2	0	Training	0
P19407	P19407	0	Training	1
Q9H9T3	Q9H9T3	0	Training	2
Q9VCH5	Q9VCH5	0	Training	3
Q4WN10	Q4WN10	0	Training	4
Q12104	Q12104	0	Training	0
P53289	P53289	0	Training	1
Q80VL1	Q80VL1	0	Training	2
Q9FJW3	Q9FJW3	0	Training	3
Q9NYL2	Q9NYL2	0	Training	4
A0A0B5KU17	A0A0B5KU17	0	Training	0
Q68FX6	Q68FX6	0	Training	1
P53881	P53881	0	Training	2
V5IMN1	V5IMN1	0	Training	3
O14338	O14338	0	Training	4
Q64471	Q64471	0	Training	0
Q9SY69	Q9SY69	0	Training	1
Q9W1V7	Q9W1V7	0	Training	2
P53569	P53569	0	Training	3
Q32065	Q32065	0	Training	4
Q3ZCT1	Q3ZCT1	0	Training	0
Q8AWF4	Q8AWF4	0	Training	1
Q9VC56	Q9VC56	0	Training	2
Q9SWI1	Q9SWI1	0	Training	3
Q920Q3	Q920Q3	0	Training	4
Q6P4H8	Q6P4H8	0	Training	0
Q6DWJ6	Q6DWJ6	0	Training	1
Q9VVR6	Q9VVR6	0	Training	2
Q9W413	Q9W413	0	Training	3
A0A0A6YY25	A0A0A6YY25	0	Training	4
Q8TEQ6	Q8TEQ6	0	Training	0
Q9VR19	Q9VR19	0	Training	1
Q21148	Q21148	0	Training	2
P39112	P39112	0	Training	3
Q6P1J9	Q6P1J9	0	Training	4
Q9FNH6	Q9FNH6	0	Training	0
O22773	O22773	0	Training	1
Q9Y2V0	Q9Y2V0	0	Training	2
O81787	O81787	0	Training	3
Q5FW52	Q5FW52	0	Training	4
Q96JM3	Q96JM3	0	Training	0
G5EG51	G5EG51	0	Training	1
A7TUE1	A7TUE1	0	Training	2
P82130	P82130	0	Training	3
Q99JB8	Q99JB8	0	Training	4
P80680	P80680	0	Training	0
Q90ZA1	Q90ZA1	0	Training	1
P56288	P56288	0	Training	2
A7DTF0	A7DTF0	0	Training	3
L0B1Y1	L0B1Y1	0	Training	4
Q9H9L7	Q9H9L7	0	Training	0
Q8IVP5	Q8IVP5	0	Training	1
F8VPN2	F8VPN2	0	Training	2
P12956	P12956	0	Training	3
O15287	O15287	0	Training	4
P25298	P25298	0	Training	0
O43083	O43083	0	Training	1
P52553	P52553	0	Training	2
P40543	P40543	0	Training	3
Q8NFZ0	Q8NFZ0	0	Training	4
Q6NL34	Q6NL34	0	Training	0
Q9W1H4	Q9W1H4	0	Training	1
P47112	P47112	0	Training	2
P38879	P38879	0	Training	3
Q94EH2	Q94EH2	0	Training	4
Q62924	Q62924	0	Training	0
P05084	P05084	0	Training	1
P57742	P57742	0	Training	2
O14188	O14188	0	Training	3
P54920	P54920	0	Training	4
O18475	O18475	0	Training	0
Q9LVV5	Q9LVV5	0	Training	1
Q8CGU1	Q8CGU1	0	Training	2
Q61009	Q61009	0	Training	3
Q9M276	Q9M276	0	Training	4
Q9USM1	Q9USM1	0	Training	0
P53911	P53911	0	Training	1
G5EEG1	G5EEG1	0	Training	2
Q12345	Q12345	0	Training	3
Q13761	Q13761	0	Training	4
Q9Y2M2	Q9Y2M2	0	Training	0
Q4VC44	Q4VC44	0	Training	1
A6NHX0	A6NHX0	0	Training	2
P53168	P53168	0	Training	3
P92506	P92506	0	Training	4
Q9HAJ7	Q9HAJ7	0	Training	0
P50536	P50536	0	Training	1
Q9C5Y0	Q9C5Y0	0	Training	2
Q9BT78	Q9BT78	0	Training	3
O35615	O35615	0	Training	4
Q91YE5	Q91YE5	0	Training	0
Q8N6L0	Q8N6L0	0	Training	1
Q9Y5B0	Q9Y5B0	0	Training	2
P00415	P00415	0	Training	3
Q9W1R5	Q9W1R5	0	Training	4
P02836	P02836	0	Training	0
Q62318	Q62318	0	Training	1
Q9FJI1	Q9FJI1	0	Training	2
Q9H147	Q9H147	0	Training	3
Q8LDF9	Q8LDF9	0	Training	4
P13183	P13183	0	Training	0
P23492	P23492	0	Training	1
Q9NPJ6	Q9NPJ6	0	Training	2
W7MAT5	W7MAT5	0	Training	3
P32335	P32335	0	Training	4
P22342	P22342	0	Training	0
P25346	P25346	0	Training	1
Q80T79	Q80T79	0	Training	2
P33411	P33411	0	Training	3
Q8K3D3	Q8K3D3	0	Training	4
Q24400	Q24400	0	Training	0
Q9Y6J8	Q9Y6J8	0	Training	1
Q8TDB6	Q8TDB6	0	Training	2
Q8CH25	Q8CH25	0	Training	3
Q10SY9	Q10SY9	0	Training	4
O48721	O48721	0	Training	0
Q96GJ1	Q96GJ1	0	Training	1
P12689	P12689	0	Training	2
P05089	P05089	0	Training	3
O42647	O42647	0	Training	4
Q53H82	Q53H82	0	Training	0
Q7SGU0	Q7SGU0	0	Training	1
Q03533	Q03533	0	Training	2
G5ECU7	G5ECU7	0	Training	3
P23500	P23500	0	Training	4
Q94AR8	Q94AR8	0	Training	0
Q9LEK8	Q9LEK8	0	Training	1
G5EDW7	G5EDW7	0	Training	2
Q969Q6	Q969Q6	0	Training	3
O43597	O43597	0	Training	4
Q9NTX7	Q9NTX7	0	Training	0
Q9Y5Y5	Q9Y5Y5	0	Training	1
P40024	P40024	0	Training	2
Q1K699	Q1K699	0	Training	3
Q9C0C2	Q9C0C2	0	Training	4
Q9LQI7	Q9LQI7	0	Training	0
P34893	P34893	0	Training	1
Q9U6M1	Q9U6M1	0	Training	2
G5EEW6	G5EEW6	0	Training	3
G5EG17	G5EG17	0	Training	4
Q9ZST9	Q9ZST9	0	Training	0
Q93V85	Q93V85	0	Training	1
P38237	P38237	0	Training	2
O94538	O94538	0	Training	3
Q08921	Q08921	0	Training	4
Q8VDU0	Q8VDU0	0	Training	0
Q9Y5B8	Q9Y5B8	0	Training	1
P26569	P26569	0	Training	2
P42027	P42027	0	Training	3
G5EGQ6	G5EGQ6	0	Training	4
Q9S752	Q9S752	0	Training	0
P49789	P49789	0	Training	1
O65272	O65272	0	Training	2
O75496	O75496	0	Training	3
P87231	P87231	0	Training	4
Q10296	Q10296	0	Training	0
P05066	P05066	0	Training	1
Q9I9N6	Q9I9N6	0	Training	2
Q9UUI2	Q9UUI2	0	Training	3
P47175	P47175	0	Training	4
P83213	P83213	0	Training	0
P62241	P62241	0	Training	1
Q38E51	Q38E51	0	Training	2
Q13495	Q13495	0	Training	3
P63212	P63212	0	Training	4
Q9XE33	Q9XE33	0	Training	0
Q9UKL0	Q9UKL0	0	Training	1
Q9M3B8	Q9M3B8	0	Training	2
P84996	P84996	0	Training	3
O13852	O13852	0	Training	4
Q9VFX3	Q9VFX3	0	Training	0
Q22703	Q22703	0	Training	1
Q9NQX3	Q9NQX3	0	Training	2
P13275	P13275	0	Training	3
Q9VNH1	Q9VNH1	0	Training	4
Q3SZX5	Q3SZX5	0	Training	0
O43482	O43482	0	Training	1
P53838	P53838	0	Training	2
Q61548	Q61548	0	Training	3
Q96PZ2	Q96PZ2	0	Training	4
O94451	O94451	0	Training	0
Q9S7B5	Q9S7B5	0	Training	1
P56780	P56780	0	Training	2
P38140	P38140	0	Training	3
O43716	O43716	0	Training	4
Q9H4I9	Q9H4I9	0	Training	0
P06778	P06778	0	Training	1
P84090	P84090	0	Training	2
Q16385	Q16385	0	Training	3
Q9C469	Q9C469	0	Training	4
Q9SIY3	Q9SIY3	0	Training	0
Q9FFH1	Q9FFH1	0	Training	1
P43618	P43618	0	Training	2
Q7XA07	Q7XA07	0	Training	3
A6YSL1	A6YSL1	0	Training	4
Q03201	Q03201	0	Training	0
Q19253	Q19253	0	Training	1
Q99207	Q99207	0	Training	2
Q9D1M4	Q9D1M4	0	Training	3
Q7TNS8	Q7TNS8	0	Training	4
Q6Z1Z3	Q6Z1Z3	0	Training	0
Q9CQ91	Q9CQ91	0	Training	1
Q02969	Q02969	0	Training	2
Q9M365	Q9M365	0	Training	3
O43719	O43719	0	Training	4
Q9Y817	Q9Y817	0	Training	0
Q08985	Q08985	0	Training	1
O14519	O14519	0	Training	2
P53854	P53854	0	Training	3
P48985	P48985	0	Training	4
Q8BHN1	Q8BHN1	0	Training	0
P32833	P32833	0	Training	1
P26754	P26754	0	Training	2
P80002	P80002	0	Training	3
Q8N4H5	Q8N4H5	0	Training	4
Q9D4J1	Q9D4J1	0	Training	0
P34707	P34707	0	Training	1
O13900	O13900	0	Training	2
Q9Y4P9	Q9Y4P9	0	Training	3
Q9STF2	Q9STF2	0	Training	4
P51610	P51610	0	Training	0
P19889	P19889	0	Training	1
P53877	P53877	0	Training	2
Q7JWP6	Q7JWP6	0	Training	3
Q9UPS6	Q9UPS6	0	Training	4
Q10S44	Q10S44	0	Training	0
Q96BU1	Q96BU1	0	Training	1
Q9HBL8	Q9HBL8	0	Training	2
Q96KQ7	Q96KQ7	0	Training	3
Q9QXM1	Q9QXM1	0	Training	4
P47074	P47074	0	Training	0
P34619	P34619	0	Training	1
Q04213	Q04213	0	Training	2
Q9UT32	Q9UT32	0	Training	3
Q04712	Q04712	0	Training	4
Q9BLG4	Q9BLG4	0	Training	0
P34257	P34257	0	Training	1
A0A8P0N4K0	A0A8P0N4K0	0	Training	2
Q9Y3E5	Q9Y3E5	0	Training	3
P91928	P91928	0	Training	4
Q61451	Q61451	0	Training	0
Q8NHG8	Q8NHG8	0	Training	1
Q3UP24	Q3UP24	0	Training	2
B9DGI8	B9DGI8	0	Training	3
Q84TH9	Q84TH9	0	Training	4
F4HU58	F4HU58	0	Training	0
Q7Y1W1	Q7Y1W1	0	Training	1
Q9UI40	Q9UI40	0	Training	2
Q9Y7Q6	Q9Y7Q6	0	Training	3
Q9I7U4	Q9I7U4	0	Training	4
Q5TGY3	Q5TGY3	0	Training	0
Q9NWU2	Q9NWU2	0	Training	1
P48837	P48837	0	Training	2
A1A6H3	A1A6H3	0	Training	3
Q9P3W1	Q9P3W1	0	Training	4
P83103	P83103	0	Training	0
Q04279	Q04279	0	Training	1
Q7RTV3	Q7RTV3	0	Training	2
Q06032	Q06032	0	Training	3
Q8TEV9	Q8TEV9	0	Training	4
Q8WXI9	Q8WXI9	0	Training	0
Q8TBZ3	Q8TBZ3	0	Training	1
P11471	P11471	0	Training	2
O74461	O74461	0	Training	3
Q7YZH1	Q7YZH1	0	Training	4
Q86TG7	Q86TG7	0	Training	0
Q9XQN8	Q9XQN8	0	Training	1
Q6P9H5	Q6P9H5	0	Training	2
Q9LJ87	Q9LJ87	0	Training	3
P80470	P80470	0	Training	4
P78364	P78364	0	Training	0
Q21986	Q21986	0	Training	1
P38969	P38969	0	Training	2
Q9UTK5	Q9UTK5	0	Training	3
Q8BGY7	Q8BGY7	0	Training	4
P36213	P36213	0	Training	0
Q8R107	Q8R107	0	Training	1
O13803	O13803	0	Training	2
Q22002	Q22002	0	Training	3
Q06409	Q06409	0	Training	4
Q93WG3	Q93WG3	0	Training	0
Q9LX31	Q9LX31	0	Training	1
P43572	P43572	0	Training	2
Q5C9I9	Q5C9I9	0	Training	3
Q05905	Q05905	0	Training	4
O60936	O60936	0	Training	0
P43188	P43188	0	Training	1
Q8N695	Q8N695	0	Training	2
Q2M1K9	Q2M1K9	0	Training	3
Q9VNB5	Q9VNB5	0	Training	4
O74500	O74500	0	Training	0
P54789	P54789	0	Training	1
Q99966	Q99966	0	Training	2
Q05934	Q05934	0	Training	3
P43116	P43116	0	Training	4
P30307	P30307	0	Training	0
Q562E2	Q562E2	0	Training	1
Q9BV90	Q9BV90	0	Training	2
O88942	O88942	0	Training	3
P30776	P30776	0	Training	4
P56347	P56347	0	Training	0
Q9FNE9	Q9FNE9	0	Training	1
O13601	O13601	0	Training	2
P10119	P10119	0	Training	3
O59858	O59858	0	Training	4
P25555	P25555	0	Training	0
Q8BG79	Q8BG79	0	Training	1
P56282	P56282	0	Training	2
P34233	P34233	0	Training	3
B6HQ74	B6HQ74	0	Training	4
Q6PD74	Q6PD74	0	Training	0
Q92366	Q92366	0	Training	1
Q1K5G1	Q1K5G1	0	Training	2
Q944H2	Q944H2	0	Training	3
Q09814	Q09814	0	Training	4
Q9NPI8	Q9NPI8	0	Training	0
O01971	O01971	0	Training	1
Q9URV9	Q9URV9	0	Training	2
Q6TAS3	Q6TAS3	0	Training	3
F4HQA1	F4HQA1	0	Training	4
Q8N3J2	Q8N3J2	0	Training	0
Q16773	Q16773	0	Training	1
O74365	O74365	0	Training	2
P39965	P39965	0	Training	3
Q22557	Q22557	0	Training	4
C6KT66	C6KT66	0	Training	0
R4X244	R4X244	0	Training	1
P0CG13	P0CG13	0	Training	2
Q15029	Q15029	0	Training	3
Q9HA38	Q9HA38	0	Training	4
P31334	P31334	0	Training	0
Q9NUX5	Q9NUX5	0	Training	1
P25299	P25299	0	Training	2
P16458	P16458	0	Training	3
J9VIL4	J9VIL4	0	Training	4
Q6ZSS7	Q6ZSS7	0	Training	0
P38300	P38300	0	Training	1
P53226	P53226	0	Training	2
Q8LFW5	Q8LFW5	0	Training	3
Q9Y6P5	Q9Y6P5	0	Training	4
Q9BQ69	Q9BQ69	0	Training	0
P50105	P50105	0	Training	1
K4CF70	K4CF70	0	Training	2
P80428	P80428	0	Training	3
Q8N4T4	Q8N4T4	0	Training	4
Q9Y3D7	Q9Y3D7	0	Training	0
P50219	P50219	0	Training	1
Q96T49	Q96T49	0	Training	2
O80796	O80796	0	Training	3
Q9H7B4	Q9H7B4	0	Training	4
Q96CM4	Q96CM4	0	Training	0
Q21738	Q21738	0	Training	1
O88379	O88379	0	Training	2
Q9Z2D7	Q9Z2D7	0	Training	3
P47043	P47043	0	Training	4
Q2V2P4	Q2V2P4	0	Training	0
P20050	P20050	0	Training	1
P18494	P18494	0	Training	2
Q7TS63	Q7TS63	0	Training	3
Q8IEF6	Q8IEF6	0	Training	4
Q791V5	Q791V5	0	Training	0
P20676	P20676	0	Training	1
Q96EY7	Q96EY7	0	Training	2
P25569	P25569	0	Training	3
Q03435	Q03435	0	Training	4
Q14674	Q14674	0	Training	0
A0A0D1DYJ6	A0A0D1DYJ6	0	Training	1
Q800K6	Q800K6	0	Training	2
Q69WS3	Q69WS3	0	Training	3
D3ZKT0	D3ZKT0	0	Training	4
C4R8D7	C4R8D7	0	Training	0
Q9BU64	Q9BU64	0	Training	1
Q9FJG1	Q9FJG1	0	Training	2
Q02950	Q02950	0	Training	3
Q7S2C2	Q7S2C2	0	Training	4
P22148	P22148	0	Training	0
Q03079	Q03079	0	Training	1
Q15057	Q15057	0	Training	2
A2ARP9	A2ARP9	0	Training	3
P09368	P09368	0	Training	4
Q9W3C1	Q9W3C1	0	Training	0
Q9USJ8	Q9USJ8	0	Training	1
Q54HS3	Q54HS3	0	Training	2
O75689	O75689	0	Training	3
Q9UT48	Q9UT48	0	Training	4
Q0WPT7	Q0WPT7	0	Training	0
Q86UK7	Q86UK7	0	Training	1
F4I2H7	F4I2H7	0	Training	2
Q6TCH4	Q6TCH4	0	Training	3
O80683	O80683	0	Training	4
Q9Y5R4	Q9Y5R4	0	Training	0
Q03615	Q03615	0	Training	1
Q5YDB5	Q5YDB5	0	Training	2
O94294	O94294	0	Training	3
P45951	P45951	0	Training	4
Q92355	Q92355	0	Training	0
Q6NVU6	Q6NVU6	0	Training	1
O75971	O75971	0	Training	2
O88382	O88382	0	Training	3
Q8IJX8	Q8IJX8	0	Training	4
Q9Z206	Q9Z206	0	Training	0
O74845	O74845	0	Training	1
P30943	P30943	0	Training	2
P61236	P61236	0	Training	3
Q8VYU8	Q8VYU8	0	Training	4
Q53HV7	Q53HV7	0	Training	0
Q9UU84	Q9UU84	0	Training	1
Q12159	Q12159	0	Training	2
Q63425	Q63425	0	Training	3
P32767	P32767	0	Training	4
Q96326	Q96326	0	Training	0
Q9GZQ3	Q9GZQ3	0	Training	1
Q03468	Q03468	0	Training	2
P09132	P09132	0	Training	3
Q7Z7H8	Q7Z7H8	0	Training	4
P54987	P54987	0	Training	0
Q08365	Q08365	0	Training	1
