Q12396	Accession	Label	Set	CV_Fold	O74740
	O04209	0	Training	2	O04209
	Q9WTJ6	0	Training	3	Q9WTJ6
	Q8W1E3	0	Training	4	Q8W1E3
	Q6IDA6	0	Training	0	Q6IDA6
	Q9UQY9	0	Training	1	Q9UQY9
	Q05921	0	Training	2	Q05921
	P50106	0	Training	3	P50106
	Q29RF7	0	Training	4	Q29RF7
	P0C7P0	0	Training	0	P0C7P0
	F4IN23	0	Training	1	F4IN23
	Q10252	0	Training	2	Q10252
	Q12291	0	Training	3	Q12291
	Q92979	0	Training	4	Q92979
	O13725	0	Training	0	O13725
	Q03824	0	Training	1	Q03824
	Q8NBA8	0	Training	2	Q8NBA8
	Q9U1K1	0	Training	3	Q9U1K1
	P38208	0	Training	4	P38208
	Q9VLL3	0	Training	0	Q9VLL3
	Q9LDY5	0	Training	1	Q9LDY5
	Q9BWX1	0	Training	2	Q9BWX1
	Q5GH62	0	Training	3	Q5GH62
	P0DJ07	0	Training	4	P0DJ07
	Q69P94	0	Training	0	Q69P94
	Q9WTK8	0	Training	1	Q9WTK8
	O00625	0	Training	2	O00625
	Q06411	0	Training	3	Q06411
	Q91YR5	0	Training	4	Q91YR5
	Q8BG87	0	Training	0	Q8BG87
	O95997	0	Training	1	O95997
	Q86TC9	0	Training	2	Q86TC9
	Q06340	0	Training	3	Q06340
	G5EEM0	0	Training	4	G5EEM0
	P56645	0	Training	0	P56645
	P38557	0	Training	1	P38557
	Q9Z0X1	0	Training	2	Q9Z0X1
	Q15646	0	Training	3	Q15646
	Q9SAC6	0	Training	4	Q9SAC6
	E1JIT7	0	Training	0	E1JIT7
	O15360	0	Training	1	O15360
	O88843	0	Training	2	O88843
	Q9NY27	0	Training	3	Q9NY27
	A9UHW6	0	Training	4	A9UHW6
	Q3E798	0	Training	0	Q3E798
	A0A8I5ZT12	0	Training	1	A0A8I5ZT12
	P46998	0	Training	2	P46998
	Q06568	0	Training	3	Q06568
	Q6S591	0	Training	4	Q6S591
	O78310	0	Training	0	O78310
	P06738	0	Training	1	P06738
	P91943	0	Training	2	P91943
	Q8N1G0	0	Training	3	Q8N1G0
	Q1H5E9	0	Training	4	Q1H5E9
	Q7TMF3	0	Training	0	Q7TMF3
	Q16342	0	Training	1	Q16342
	P10664	0	Training	2	P10664
	B9EJG8	0	Training	3	B9EJG8
	P70434	0	Training	4	P70434
	Q92565	0	Training	0	Q92565
	Q96PY6	0	Training	1	Q96PY6
	Q92989	0	Training	2	Q92989
	F4JTS8	0	Training	3	F4JTS8
	Q61115	0	Training	4	Q61115
	Q5Z8R1	0	Training	0	Q5Z8R1
	P82675	0	Training	1	P82675
	J4KNE4	0	Training	2	J4KNE4
	Q9BQA5	0	Training	3	Q9BQA5
	Q10LI1	0	Training	4	Q10LI1
	Q9C6T1	0	Training	0	Q9C6T1
	Q6PCZ4	0	Training	1	Q6PCZ4
	P25582	0	Training	2	P25582
	P21375	0	Training	3	P21375
	Q922R5	0	Training	4	Q922R5
	Q06672	0	Training	0	Q06672
	Q1EHW4	0	Training	1	Q1EHW4
	P10862	0	Training	2	P10862
	Q9SJH0	0	Training	3	Q9SJH0
	Q9NX52	0	Training	4	Q9NX52
	H2L056	0	Training	0	H2L056
	Q05541	0	Training	1	Q05541
	Q9W2I4	0	Training	2	Q9W2I4
	Q8R3P9	0	Training	3	Q8R3P9
	Q0J995	0	Training	4	Q0J995
	O59740	0	Training	0	O59740
	Q9ZW85	0	Training	1	Q9ZW85
	A0A0D1DMJ6	0	Training	2	A0A0D1DMJ6
	P50110	0	Training	3	P50110
	O13688	0	Training	4	O13688
	P32874	0	Training	0	P32874
	P53201	0	Training	1	P53201
	O55230	0	Training	2	O55230
	Q69YN2	0	Training	3	Q69YN2
	P78527	0	Training	4	P78527
	Q54XG7	0	Training	0	Q54XG7
	Q945P1	0	Training	1	Q945P1
	Q9SZ15	0	Training	2	Q9SZ15
	Q9VWS0	0	Training	3	Q9VWS0
	Q6AXT7	0	Training	4	Q6AXT7
	Q08605	0	Training	0	Q08605
	B9DHG0	0	Training	1	B9DHG0
	Q8IXP5	0	Training	2	Q8IXP5
	Q92373	0	Training	3	Q92373
	P14618	0	Training	4	P14618
	Q6P6N5	0	Training	0	Q6P6N5
	O13851	0	Training	1	O13851
	Q9BSF8	0	Training	2	Q9BSF8
	Q6E434	0	Training	3	Q6E434
	Q9VH36	0	Training	4	Q9VH36
	O35683	0	Training	0	O35683
	Q9P7M3	0	Training	1	Q9P7M3
	W2SDE2	0	Training	2	W2SDE2
	Q9H8K7	0	Training	3	Q9H8K7
	A1YKT1	0	Training	4	A1YKT1
	Q9NVU7	0	Training	0	Q9NVU7
	Q5TAQ9	0	Training	1	Q5TAQ9
	Q1MTS0	0	Training	2	Q1MTS0
	Q9UT31	0	Training	3	Q9UT31
	Q9NX08	0	Training	4	Q9NX08
	O94851	0	Training	0	O94851
	Q8NEM7	0	Training	1	Q8NEM7
	Q9FL12	0	Training	2	Q9FL12
	P03069	0	Training	3	P03069
	P15884	0	Training	4	P15884
	P46604	0	Training	0	P46604
	Q9D5P4	0	Training	1	Q9D5P4
	Q4V7K4	0	Training	2	Q4V7K4
	Q06697	0	Training	3	Q06697
	P40008	0	Training	4	P40008
	Q9HCU9	0	Training	0	Q9HCU9
	Q7YUD6	0	Training	1	Q7YUD6
	Q9QXK9	0	Training	2	Q9QXK9
	Q91YT7	0	Training	3	Q91YT7
	Q8IN94	0	Training	4	Q8IN94
	P53309	0	Training	0	P53309
	P62072	0	Training	1	P62072
	P07257	0	Training	2	P07257
	E9Q2Z1	0	Training	3	E9Q2Z1
	Q96EH3	0	Training	4	Q96EH3
	Q12275	0	Training	0	Q12275
	P30987	0	Training	1	P30987
	P48634	0	Training	2	P48634
	P58281	0	Training	3	P58281
	Q10325	0	Training	4	Q10325
	Q9Y253	0	Training	0	Q9Y253
	Q00055	0	Training	1	Q00055
	K4D3V7	0	Training	2	K4D3V7
	Q70EL2	0	Training	3	Q70EL2
	Q9FGN8	0	Training	4	Q9FGN8
	Q9Y4E5	0	Training	0	Q9Y4E5
	Q924K8	0	Training	1	Q924K8
	P40166	0	Training	2	P40166
	Q9VPF9	0	Training	3	Q9VPF9
	Q9Y7J1	0	Training	4	Q9Y7J1
	P35732	0	Training	0	P35732
	O74354	0	Training	1	O74354
	P50539	0	Training	2	P50539
	U3H042	0	Training	3	U3H042
	Q12204	0	Training	4	Q12204
	Q08961	0	Training	0	Q08961
	O00257	0	Training	1	O00257
	Q6XQN6	0	Training	2	Q6XQN6
	Q9ESM6	0	Training	3	Q9ESM6
	Q6UFS5	0	Training	4	Q6UFS5
	Q9QZB0	0	Training	0	Q9QZB0
	Q14019	0	Training	1	Q14019
	Q9UI32	0	Training	2	Q9UI32
	P32259	0	Training	3	P32259
	Q7L0Y3	0	Training	4	Q7L0Y3
	P26645	0	Training	0	P26645
	Q94126	0	Training	1	Q94126
	Q06598	0	Training	2	Q06598
	O14097	0	Training	3	O14097
	P07213	0	Training	4	P07213
	Q10173	0	Training	0	Q10173
	P35710	0	Training	1	P35710
	A0A120KVW2	0	Training	2	A0A120KVW2
	Q06315	0	Training	3	Q06315
	P47077	0	Training	4	P47077
	Q9EQQ4	0	Training	0	Q9EQQ4
	Q9BUA3	0	Training	1	Q9BUA3
	Q12931	0	Training	2	Q12931
	O55057	0	Training	3	O55057
	Q3U2U7	0	Training	4	Q3U2U7
	Q9LVM5	0	Training	0	Q9LVM5
	Q9HGN5	0	Training	1	Q9HGN5
	Q9C5J9	0	Training	2	Q9C5J9
	P0C1Z6	0	Training	3	P0C1Z6
	Q9UH92	0	Training	4	Q9UH92
	P43079	0	Training	0	P43079
	A2A9C3	0	Training	1	A2A9C3
	Q9UNA4	0	Training	2	Q9UNA4
	P45968	0	Training	3	P45968
	Q42606	0	Training	4	Q42606
	Q21836	0	Training	0	Q21836
	P54857	0	Training	1	P54857
	Q9FZ47	0	Training	2	Q9FZ47
	A0A163UT06	0	Training	3	A0A163UT06
	O74535	0	Training	4	O74535
	Q8K1R3	0	Training	0	Q8K1R3
	Q24134	0	Training	1	Q24134
	Q96524	0	Training	2	Q96524
	A9YTQ3	0	Training	3	A9YTQ3
	A0AV96	0	Training	4	A0AV96
	P70033	0	Training	0	P70033
	Q16617	0	Training	1	Q16617
	Q95XA8	0	Training	2	Q95XA8
	A0A1B0GUW7	0	Training	3	A0A1B0GUW7
	Q9P2D8	0	Training	4	Q9P2D8
	Q18508	0	Training	0	Q18508
	Q9P6S5	0	Training	1	Q9P6S5
	Q940X9	0	Training	2	Q940X9
	O80842	0	Training	3	O80842
	Q10059	0	Training	4	Q10059
	Q08024	0	Training	0	Q08024
	Q96Q11	0	Training	1	Q96Q11
	A2T1U1	0	Training	2	A2T1U1
	Q8L7C9	0	Training	3	Q8L7C9
	Q9FTA2	0	Training	4	Q9FTA2
	Q12117	0	Training	0	Q12117
	P40326	0	Training	1	P40326
	Q94AG6	0	Training	2	Q94AG6
	P38250	0	Training	3	P38250
	O08586	0	Training	4	O08586
	Q07381	0	Training	0	Q07381
	O42637	0	Training	1	O42637
	Q9UUI3	0	Training	2	Q9UUI3
	Q19345	0	Training	3	Q19345
	Q96DV4	0	Training	4	Q96DV4
	Q7Z3E1	0	Training	0	Q7Z3E1
	Q925F4	0	Training	1	Q925F4
	P28907	0	Training	2	P28907
	B6VQ60	0	Training	3	B6VQ60
	P09234	0	Training	4	P09234
	P32037	0	Training	0	P32037
	Q04868	0	Training	1	Q04868
	Q75WU1	0	Training	2	Q75WU1
	Q9SKZ5	0	Training	3	Q9SKZ5
	Q86TS9	0	Training	4	Q86TS9
	Q9H8M2	0	Training	0	Q9H8M2
	Q62674	0	Training	1	Q62674
	P09108	0	Training	2	P09108
	P32526	0	Training	3	P32526
	Q42510	0	Training	4	Q42510
	F4ICK8	0	Training	0	F4ICK8
	Q68FY1	0	Training	1	Q68FY1
	Q9FJH5	0	Training	2	Q9FJH5
	P32480	0	Training	3	P32480
	Q9BSV6	0	Training	4	Q9BSV6
	O15068	0	Training	0	O15068
	Q9URZ4	0	Training	1	Q9URZ4
	Q9FN52	0	Training	2	Q9FN52
	Q5I2A0	0	Training	3	Q5I2A0
	P53886	0	Training	4	P53886
	P38292	0	Training	0	P38292
	Q9LY66	0	Training	1	Q9LY66
	Q9FXI5	0	Training	2	Q9FXI5
	Q9W2H9	0	Training	3	Q9W2H9
	Q8R4F0	0	Training	4	Q8R4F0
	Q03388	0	Training	0	Q03388
	Q6P756	0	Training	1	Q6P756
	Q61471	0	Training	2	Q61471
	Q9UQ13	0	Training	3	Q9UQ13
	Q9ZT96	0	Training	4	Q9ZT96
	Q03898	0	Training	0	Q03898
	O60174	0	Training	1	O60174
	Q9CZX7	0	Training	2	Q9CZX7
	Q5M775	0	Training	3	Q5M775
	Q64702	0	Training	4	Q64702
	Q9SS48	0	Training	0	Q9SS48
	Q9CQ79	0	Training	1	Q9CQ79
	Q99496	0	Training	2	Q99496
	Q9D8H7	0	Training	3	Q9D8H7
	P51178	0	Training	4	P51178
	Q9SPI9	0	Training	0	Q9SPI9
	Q4KMQ1	0	Training	1	Q4KMQ1
	F4JF14	0	Training	2	F4JF14
	Q6P3S1	0	Training	3	Q6P3S1
	Q9D8F1	0	Training	4	Q9D8F1
	Q08213	0	Training	0	Q08213
	Q8BG21	0	Training	1	Q8BG21
	Q12381	0	Training	2	Q12381
	A0A1C3NSL9	0	Training	3	A0A1C3NSL9
	P78316	0	Training	4	P78316
	P46309	0	Training	0	P46309
	Q6NUD0	0	Training	1	Q6NUD0
	O74971	0	Training	2	O74971
	P36168	0	Training	3	P36168
	P53883	0	Training	4	P53883
	P78345	0	Training	0	P78345
	Q28851	0	Training	1	Q28851
	O42975	0	Training	2	O42975
	P03925	0	Training	3	P03925
	Q17602	0	Training	4	Q17602
	P47149	0	Training	0	P47149
	Q12753	0	Training	1	Q12753
	D0Q0Y7	0	Training	2	D0Q0Y7
	Q15649	0	Training	3	Q15649
	Q93ZG9	0	Training	4	Q93ZG9
	P47093	0	Training	0	P47093
	Q6Q4D0	0	Training	1	Q6Q4D0
	O49543	0	Training	2	O49543
	Q03193	0	Training	3	Q03193
	O00623	0	Training	4	O00623
	Q12179	0	Training	0	Q12179
	Q9P7G6	0	Training	1	Q9P7G6
	A0A509ARF0	0	Training	2	A0A509ARF0
	P42116	0	Training	3	P42116
	P39683	0	Training	4	P39683
	Q9NZG7	0	Training	0	Q9NZG7
	Q9SGH4	0	Training	1	Q9SGH4
	G1X9H9	0	Training	2	G1X9H9
	F4JGZ1	0	Training	3	F4JGZ1
	A6NFQ2	0	Training	4	A6NFQ2
	P42697	0	Training	0	P42697
	Q7SHR9	0	Training	1	Q7SHR9
	P47910	0	Training	2	P47910
	A2AIV2	0	Training	3	A2AIV2
	Q9FQ09	0	Training	4	Q9FQ09
	L0R8F8	0	Training	0	L0R8F8
	P40486	0	Training	1	P40486
	Q9UHV9	0	Training	2	Q9UHV9
	P20134	0	Training	3	P20134
	P82887	0	Training	4	P82887
	Q8IUH3	0	Training	0	Q8IUH3
	O97297	0	Training	1	O97297
	Q9SB47	0	Training	2	Q9SB47
	Q05024	0	Training	3	Q05024
	P35680	0	Training	4	P35680
	O43082	0	Training	0	O43082
	P19541	0	Training	1	P19541
	P82669	0	Training	2	P82669
	Q6UXN9	0	Training	3	Q6UXN9
	P41896	0	Training	4	P41896
	Q8VIJ5	0	Training	0	Q8VIJ5
	Q9ER97	0	Training	1	Q9ER97
	Q3KRA9	0	Training	2	Q3KRA9
	Q8WWQ0	0	Training	3	Q8WWQ0
	P93045	0	Training	4	P93045
	Q9NXV6	0	Training	0	Q9NXV6
	Q3V2A7	0	Training	1	Q3V2A7
	Q14498	0	Training	2	Q14498
	Q64321	0	Training	3	Q64321
	Q84Y18	0	Training	4	Q84Y18
	Q8BMI0	0	Training	0	Q8BMI0
	Q9URX7	0	Training	1	Q9URX7
	P38326	0	Training	2	P38326
	Q8IWT0	0	Training	3	Q8IWT0
	P55088	0	Training	4	P55088
	Q7K003	0	Training	0	Q7K003
	Q9BUL5	0	Training	1	Q9BUL5
	Q9TXI7	0	Training	2	Q9TXI7
	Q9C9B9	0	Training	3	Q9C9B9
	P38205	0	Training	4	P38205
	O75940	0	Training	0	O75940
	P24482	0	Training	1	P24482
	Q42496	0	Training	2	Q42496
	Q06106	0	Training	3	Q06106
	Q9VEX9	0	Training	4	Q9VEX9
	P18754	0	Training	0	P18754
	I6PL68	0	Training	1	I6PL68
	O75106	0	Training	2	O75106
	Q9Y6N9	0	Training	3	Q9Y6N9
	P38801	0	Training	4	P38801
	O95415	0	Training	0	O95415
	O22160	0	Training	1	O22160
	P93788	0	Training	2	P93788
	Q14676	0	Training	3	Q14676
	P38979	0	Training	4	P38979
	Q06554	0	Training	0	Q06554
	O42666	0	Training	1	O42666
	P56277	0	Training	2	P56277
	P21580	0	Training	3	P21580
	P20398	0	Training	4	P20398
	Q9VZL5	0	Training	0	Q9VZL5
	Q75WB5	0	Training	1	Q75WB5
	Q9NRF8	0	Training	2	Q9NRF8
	Q04894	0	Training	3	Q04894
	P23116	0	Training	4	P23116
	G4NCH6	0	Training	0	G4NCH6
	Q9BW27	0	Training	1	Q9BW27
	E9QAU8	0	Training	2	E9QAU8
	Q02606	0	Training	3	Q02606
	P30706	0	Training	4	P30706
	F4HRV8	0	Training	0	F4HRV8
	D3Z649	0	Training	1	D3Z649
	A0A0K2GUJ4	0	Training	2	A0A0K2GUJ4
	Q08923	0	Training	3	Q08923
	Q9W6G7	0	Training	4	Q9W6G7
	Q0P651	0	Training	0	Q0P651
	Q9FZD1	0	Training	1	Q9FZD1
	Q08357	0	Training	2	Q08357
	Q80ZI2	0	Training	3	Q80ZI2
	Q9H165	0	Training	4	Q9H165
	Q67Y99	0	Training	0	Q67Y99
	Q8VY11	0	Training	1	Q8VY11
	P39985	0	Training	2	P39985
	Q9I8A3	0	Training	3	Q9I8A3
	Q4QAU9	0	Training	4	Q4QAU9
	O01367	0	Training	0	O01367
	Q9HGL9	0	Training	1	Q9HGL9
	Q9LR91	0	Training	2	Q9LR91
	Q9VYQ0	0	Training	3	Q9VYQ0
	P41696	0	Training	4	P41696
	Q9SP32	0	Training	0	Q9SP32
	E9AGH7	0	Training	1	E9AGH7
	Q01892	0	Training	2	Q01892
	Q09275	0	Training	3	Q09275
	Q9CAH5	0	Training	4	Q9CAH5
	Q8N8R5	0	Training	0	Q8N8R5
	Q9VV73	0	Training	1	Q9VV73
	Q9FIG9	0	Training	2	Q9FIG9
	Q96SY0	0	Training	3	Q96SY0
	O80832	0	Training	4	O80832
	Q9TW65	0	Training	0	Q9TW65
	Q8RWV3	0	Training	1	Q8RWV3
	Q8K3Q3	0	Training	2	Q8K3Q3
	Q32KD2	0	Training	3	Q32KD2
	Q9Y3S2	0	Training	4	Q9Y3S2
	Q0WNB1	0	Training	0	Q0WNB1
	Q9SV55	0	Training	1	Q9SV55
	Q6RFZ7	0	Training	2	Q6RFZ7
	P22936	0	Training	3	P22936
	Q9Y6D9	0	Training	4	Q9Y6D9
	Q15833	0	Training	0	Q15833
	Q96RN5	0	Training	1	Q96RN5
	P23369	0	Training	2	P23369
	P40161	0	Training	3	P40161
	Q00341	0	Training	4	Q00341
	P38827	0	Training	0	P38827
	Q14765	0	Training	1	Q14765
	Q7Z2T5	0	Training	2	Q7Z2T5
	Q0E7J7	0	Training	3	Q0E7J7
	Q8IVF7	0	Training	4	Q8IVF7
	P40121	0	Training	0	P40121
	Q96JJ3	0	Training	1	Q96JJ3
	P47096	0	Training	2	P47096
	Q24472	0	Training	3	Q24472
	Q12495	0	Training	4	Q12495
	Q9C106	0	Training	0	Q9C106
	P09925	0	Training	1	P09925
	Q8WTP8	0	Training	2	Q8WTP8
	Q9Y2I1	0	Training	3	Q9Y2I1
	Q9UBE0	0	Training	4	Q9UBE0
	Q80TG1	0	Training	0	Q80TG1
	Q8W4D6	0	Training	1	Q8W4D6
	Q9QYW0	0	Training	2	Q9QYW0
	Q02447	0	Training	3	Q02447
	Q8C8R3	0	Training	4	Q8C8R3
	Q9W252	0	Training	0	Q9W252
	P06541	0	Training	1	P06541
	Q4WUK4	0	Training	2	Q4WUK4
	P19783	0	Training	3	P19783
	Q9C8R8	0	Training	4	Q9C8R8
	Q7SG49	0	Training	0	Q7SG49
	Q9H4X1	0	Training	1	Q9H4X1
	Q09690	0	Training	2	Q09690
	Q09842	0	Training	3	Q09842
	P04789	0	Training	4	P04789
	O15091	0	Training	0	O15091
	Q01560	0	Training	1	Q01560
	Q60865	0	Training	2	Q60865
	Q9VWN4	0	Training	3	Q9VWN4
	Q92361	0	Training	4	Q92361
	O14015	0	Training	0	O14015
	Q8N9A8	0	Training	1	Q8N9A8
	Q9BTZ2	0	Training	2	Q9BTZ2
	Q7RYW7	0	Training	3	Q7RYW7
	P53060	0	Training	4	P53060
	Q8IYJ3	0	Training	0	Q8IYJ3
	C9JLW8	0	Training	1	C9JLW8
	P48239	0	Training	2	P48239
	P52168	0	Training	3	P52168
	P32899	0	Training	4	P32899
	Q8L7N4	0	Training	0	Q8L7N4
	P24813	0	Training	1	P24813
	Q9Y3A4	0	Training	2	Q9Y3A4
	A2AKK5	0	Training	3	A2AKK5
	Q5Q0E6	0	Training	4	Q5Q0E6
	F4K3G5	0	Training	0	F4K3G5
	P38210	0	Training	1	P38210
	Q8L7W1	0	Training	2	Q8L7W1
	D3YXJ0	0	Training	3	D3YXJ0
	Q12139	0	Training	4	Q12139
	O74478	0	Training	0	O74478
	Q8GSM2	0	Training	1	Q8GSM2
	P24641	0	Training	2	P24641
	O35047	0	Training	3	O35047
	Q7LDG7	0	Training	4	Q7LDG7
	Q9BMK9	0	Training	0	Q9BMK9
	Q9FLY0	0	Training	1	Q9FLY0
	Q4V7H8	0	Training	2	Q4V7H8
	Q7L8L6	0	Training	3	Q7L8L6
	Q80UF7	0	Training	4	Q80UF7
	Q9R0A0	0	Training	0	Q9R0A0
	Q7L5Y1	0	Training	1	Q7L5Y1
	P22734	0	Training	2	P22734
	Q9BTP7	0	Training	3	Q9BTP7
	P36421	0	Training	4	P36421
	Q03661	0	Training	0	Q03661
	Q96FI4	0	Training	1	Q96FI4
	C8V329	0	Training	2	C8V329
	Q6PID8	0	Training	3	Q6PID8
	P32453	0	Training	4	P32453
	Q9FMZ0	0	Training	0	Q9FMZ0
	Q96E11	0	Training	1	Q96E11
	Q9USP0	0	Training	2	Q9USP0
	Q8BL80	0	Training	3	Q8BL80
	O74331	0	Training	4	O74331
	J9VT33	0	Training	0	J9VT33
	Q02080	0	Training	1	Q02080
	Q9NQX7	0	Training	2	Q9NQX7
	O95071	0	Training	3	O95071
	Q9UTH9	0	Training	4	Q9UTH9
	P22561	0	Training	0	P22561
	P13469	0	Training	1	P13469
	Q07053	0	Training	2	Q07053
	Q585P3	0	Training	3	Q585P3
	Q09601	0	Training	4	Q09601
	P53139	0	Training	0	P53139
	P34231	0	Training	1	P34231
	Q12161	0	Training	2	Q12161
	Q9NY33	0	Training	3	Q9NY33
	Q9SSA5	0	Training	4	Q9SSA5
	Q5RI15	0	Training	0	Q5RI15
	Q9NQV5	0	Training	1	Q9NQV5
	Q9BY10	0	Training	2	Q9BY10
	Q8NBI5	0	Training	3	Q8NBI5
	Q6NUF4	0	Training	4	Q6NUF4
	Q06675	0	Training	0	Q06675
	P43569	0	Training	1	P43569
	O42958	0	Training	2	O42958
	Q9BZR8	0	Training	3	Q9BZR8
	P23180	0	Training	4	P23180
	Q9P7N0	0	Training	0	Q9P7N0
	Q16534	0	Training	1	Q16534
	Q9LS24	0	Training	2	Q9LS24
	P40460	0	Training	3	P40460
	Q03465	0	Training	4	Q03465
	Q10187	0	Training	0	Q10187
	Q6EPZ0	0	Training	1	Q6EPZ0
	Q9V452	0	Training	2	Q9V452
	Q61823	0	Training	3	Q61823
	Q07912	0	Training	4	Q07912
	P52594	0	Training	0	P52594
	P0DYC2	0	Training	1	P0DYC2
	Q8I299	0	Training	2	Q8I299
	Q10336	0	Training	3	Q10336
	Q92750	0	Training	4	Q92750
	Q5SZT7	0	Training	0	Q5SZT7
	Q9GZP8	0	Training	1	Q9GZP8
	P39961	0	Training	2	P39961
	Q9UI36	0	Training	3	Q9UI36
	A0A096LP01	0	Training	4	A0A096LP01
	Q9LVS0	0	Training	0	Q9LVS0
	Q8SWX0	0	Training	1	Q8SWX0
	Q1W1G1	0	Training	2	Q1W1G1
	O55003	0	Training	3	O55003
	Q9P7A0	0	Training	4	Q9P7A0
	Q9ZV06	0	Training	0	Q9ZV06
	Q9BVJ6	0	Training	1	Q9BVJ6
	Q8WUX9	0	Training	2	Q8WUX9
	O74904	0	Training	3	O74904
	Q9FNB0	0	Training	4	Q9FNB0
	O95714	0	Training	0	O95714
	Q86WP2	0	Training	1	Q86WP2
	Q9Z2Q2	0	Training	2	Q9Z2Q2
	P04038	0	Training	3	P04038
	O43586	0	Training	4	O43586
	Q9ZR72	0	Training	0	Q9ZR72
	P0DW10	0	Training	1	P0DW10
	Q9LU39	0	Training	2	Q9LU39
	A0A120KVR5	0	Training	3	A0A120KVR5
	P22516	0	Training	4	P22516
	Q8IRH5	0	Training	0	Q8IRH5
	P51810	0	Training	1	P51810
	O75952	0	Training	2	O75952
	V9M398	0	Training	3	V9M398
	Q9XZT7	0	Training	4	Q9XZT7
	Q9NWV8	0	Training	0	Q9NWV8
	P36064	0	Training	1	P36064
	Q8VXV7	0	Training	2	Q8VXV7
	Q6ZWK4	0	Training	3	Q6ZWK4
	G5EEU2	0	Training	4	G5EEU2
	Q96WW3	0	Training	0	Q96WW3
	W8JWV8	0	Training	1	W8JWV8
	Q8GUK1	0	Training	2	Q8GUK1
	Q17569	0	Training	3	Q17569
	Q9H8H0	0	Training	4	Q9H8H0
	P78312	0	Training	0	P78312
	Q873E4	0	Training	1	Q873E4
	Q8K1Z0	0	Training	2	Q8K1Z0
	B1ASB6	0	Training	3	B1ASB6
	Q4U0S5	0	Training	4	Q4U0S5
	P17106	0	Training	0	P17106
	Q12974	0	Training	1	Q12974
	O43502	0	Training	2	O43502
	G5EGE9	0	Training	3	G5EGE9
	P36606	0	Training	4	P36606
	Q8NC56	0	Training	0	Q8NC56
	P46089	0	Training	1	P46089
	Q3ZBU2	0	Training	2	Q3ZBU2
	P39880	0	Training	3	P39880
	Q5VZV1	0	Training	4	Q5VZV1
	P22469	0	Training	0	P22469
	Q06604	0	Training	1	Q06604
	P08525	0	Training	2	P08525
	Q66JZ4	0	Training	3	Q66JZ4
	Q7XR83	0	Training	4	Q7XR83
	E7F568	0	Training	0	E7F568
	Q38HM4	0	Training	1	Q38HM4
	P42891	0	Training	2	P42891
	O14802	0	Training	3	O14802
	B9F1C0	0	Training	4	B9F1C0
	Q10B19	0	Training	0	Q10B19
	Q8CDP0	0	Training	1	Q8CDP0
	Q99LD4	0	Training	2	Q99LD4
	Q9C0Z9	0	Training	3	Q9C0Z9
	Q15760	0	Training	4	Q15760
	Q5FWP4	0	Training	0	Q5FWP4
	A1Z8D0	0	Training	1	A1Z8D0
	Q9C5G0	0	Training	2	Q9C5G0
	P42838	0	Training	3	P42838
	Q4W9R0	0	Training	4	Q4W9R0
	Q2TAL8	0	Training	0	Q2TAL8
	Q8IUR6	0	Training	1	Q8IUR6
	Q9VEB4	0	Training	2	Q9VEB4
	Q8N0S6	0	Training	3	Q8N0S6
	Q8WWL7	0	Training	4	Q8WWL7
	Q6PII3	0	Training	0	Q6PII3
	O82170	0	Training	1	O82170
	P03871	0	Training	2	P03871
	Q9EQ10	0	Training	3	Q9EQ10
	B9DFX7	0	Training	4	B9DFX7
	Q9BYG8	0	Training	0	Q9BYG8
	Q02864	0	Training	1	Q02864
	Q9LY99	0	Training	2	Q9LY99
	Q62747	0	Training	3	Q62747
	P22798	0	Training	4	P22798
	Q9BT17	0	Training	0	Q9BT17
	Q8N5A5	0	Training	1	Q8N5A5
	Q61884	0	Training	2	Q61884
	P56765	0	Training	3	P56765
	Q659A1	0	Training	4	Q659A1
	Q94K75	0	Training	0	Q94K75
	P42937	0	Training	1	P42937
	P0DKJ7	0	Training	2	P0DKJ7
	Q9FVW4	0	Training	3	Q9FVW4
	A9D2P7	0	Training	4	A9D2P7
	Q941Q3	0	Training	0	Q941Q3
	Q54HI5	0	Training	1	Q54HI5
	P40041	0	Training	2	P40041
	Q9QXN0	0	Training	3	Q9QXN0
	Q9LE82	0	Training	4	Q9LE82
	Q6NXG1	0	Training	0	Q6NXG1
	H2KYH4	0	Training	1	H2KYH4
	P29747	0	Training	2	P29747
	P82248	0	Training	3	P82248
	O82796	0	Training	4	O82796
	Q9SPU7	0	Training	0	Q9SPU7
	Q5H9F3	0	Training	1	Q5H9F3
	Q8IQG1	0	Training	2	Q8IQG1
	O35253	0	Training	3	O35253
	Q9BLG3	0	Training	4	Q9BLG3
	O74887	0	Training	0	O74887
	O74854	0	Training	1	O74854
	F4HVZ5	0	Training	2	F4HVZ5
	O00483	0	Training	3	O00483
	Q9CWE6	0	Training	4	Q9CWE6
	Q9Y2W2	0	Training	0	Q9Y2W2
	Q8C206	0	Training	1	Q8C206
	P03877	0	Training	2	P03877
	P54730	0	Training	3	P54730
	Q04623	0	Training	4	Q04623
	E7FFT2	0	Training	0	E7FFT2
	Q9P7V3	0	Training	1	Q9P7V3
	P23758	0	Training	2	P23758
	Q8BGL3	0	Training	3	Q8BGL3
	Q9SIM9	0	Training	4	Q9SIM9
	O43504	0	Training	0	O43504
	Q86V97	0	Training	1	Q86V97
	Q96CB8	0	Training	2	Q96CB8
	P49917	0	Training	3	P49917
	P38876	0	Training	4	P38876
	Q8R4N0	0	Training	0	Q8R4N0
