Q12396	accession	Label	Set	CV_Fold	O74740	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
	Q5N829	0	Training	4	Q5N829	Oryza sativa subsp. japonica	Plants	953		False
	Q9BU61	0	Training	0	Q9BU61	Homo sapiens	Metazoa	184		False
	P0CY10	0	Training	1	P0CY10	Saccharomyces cerevisiae	Fungi	126		False
	O75695	0	Training	2	O75695	Homo sapiens	Metazoa	350		False
	Q9FK13	0	Training	3	Q9FK13	Arabidopsis thaliana	Plants	272		False
	Q02888	0	Training	4	Q02888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	182		False
	P36531	0	Training	0	P36531	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	177		False
	Q8VIH1	0	Training	1	Q8VIH1	Mus musculus	Metazoa	527		False
	Q9V727	0	Training	2	Q9V727	Drosophila melanogaster	Metazoa	1669		False
	Q9V9W8	0	Training	3	Q9V9W8	Drosophila melanogaster	Metazoa	815		False
	Q10Q07	0	Training	4	Q10Q07	Oryza sativa subsp. japonica	Plants	401		False
	Q9VVV9	0	Training	0	Q9VVV9	Drosophila melanogaster	Metazoa	928		False
	Q80ZG2	0	Training	1	Q80ZG2	Rattus norvegicus	Metazoa	678		False
	Q03862	0	Training	2	Q03862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	593		False
	Q6P1X5	0	Training	3	Q6P1X5	Homo sapiens	Metazoa	1199		False
	O95503	0	Training	4	O95503	Homo sapiens	Metazoa	412		False
	P0DYC3	0	Training	0	P0DYC3	Talaromyces sp	Fungi	665		False
	Q9Y2Q9	0	Training	1	Q9Y2Q9	Homo sapiens	Metazoa	187		False
	Q32SG5	0	Training	2	Q32SG5	Zea mays	Plants	616		False
	O74469	0	Training	3	O74469	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	133		False
	P32451	0	Training	4	P32451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375		False
	Q9BSD3	0	Training	0	Q9BSD3	Homo sapiens	Metazoa	238		False
	O59744	0	Training	1	O59744	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	815		False
	Q9HBL7	0	Training	2	Q9HBL7	Homo sapiens	Metazoa	147		True
	P08679	0	Training	3	P08679	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	460		False
	O49937	0	Training	4	O49937	Spinacia oleracea	Plants	293		False
	Q8IVI9	0	Training	0	Q8IVI9	Homo sapiens	Metazoa	506		False
	Q9MBA1	0	Training	1	Q9MBA1	Arabidopsis thaliana	Plants	536		False
	Q9XIP2	0	Training	2	Q9XIP2	Arabidopsis thaliana	Plants	505		False
	P40368	0	Training	3	P40368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	713		False
	P36088	0	Training	4	P36088	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	180		False
	P47108	0	Training	0	P47108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174		False
	P53150	0	Training	1	P53150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	421		False
	Q01663	0	Training	2	Q01663	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	552		False
	Q9SEE9	0	Training	3	Q9SEE9	Arabidopsis thaliana	Plants	414		False
	P38804	0	Training	4	P38804	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		False
	Q12143	0	Training	0	Q12143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216		False
	Q9LTW4	0	Training	1	Q9LTW4	Arabidopsis thaliana	Plants	461		False
	Q8LDL0	0	Training	2	Q8LDL0	Arabidopsis thaliana	Plants	231		False
	Q02890	0	Training	3	Q02890	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363		False
	Q9VPM5	0	Training	4	Q9VPM5	Drosophila melanogaster	Metazoa	539		False
	O74388	0	Training	0	O74388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	301		False
	P36094	0	Training	1	P36094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363		False
	Q9VMA3	0	Training	2	Q9VMA3	Drosophila melanogaster	Metazoa	1117		False
	Q56A73	0	Training	3	Q56A73	Homo sapiens	Metazoa	249		False
	Q03305	0	Training	4	Q03305	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412		False
	Q05958	0	Training	0	Q05958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	814		False
	P52901	0	Training	1	P52901	Arabidopsis thaliana	Plants	389		False
	O17386	0	Training	2	O17386	Caenorhabditis elegans	Metazoa	458		True
	Q9VPH8	0	Training	3	Q9VPH8	Drosophila melanogaster	Metazoa	489		False
	Q03213	0	Training	4	Q03213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	719		False
	Q93015	0	Training	0	Q93015	Homo sapiens	Metazoa	286		False
	F4K687	0	Training	1	F4K687	Arabidopsis thaliana	Plants	238		False
	P53692	0	Training	2	P53692	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1140		False
	Q6VMQ6	0	Training	3	Q6VMQ6	Homo sapiens	Metazoa	1270		False
	Q8CCG4	0	Training	4	Q8CCG4	Mus musculus	Metazoa	296		False
	P38880	0	Training	0	P38880	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	579		False
	P22138	0	Training	1	P22138	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1203		False
	Q9N658	0	Training	2	Q9N658	Drosophila melanogaster	Metazoa	541		False
	O74458	0	Training	3	O74458	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1006		False
	P51959	0	Training	4	P51959	Homo sapiens	Metazoa	295		False
	A0A509AFM3	0	Training	0	A0A509AFM3	Plasmodium berghei (strain Anka)	Other	304		True
	P35192	0	Training	1	P35192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417		False
	P46655	0	Training	2	P46655	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	708		False
	Q3URS9	0	Training	3	Q3URS9	Mus musculus	Metazoa	406		False
	Q9ESK9	0	Training	4	Q9ESK9	Mus musculus	Metazoa	1588		False
	P19474	0	Training	0	P19474	Homo sapiens	Metazoa	475		False
	Q09838	0	Training	1	Q09838	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	681		False
	O22793	0	Training	2	O22793	Arabidopsis thaliana	Plants	219		False
	Q8WUU5	0	Training	3	Q8WUU5	Homo sapiens	Metazoa	269		False
	P16467	0	Training	4	P16467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	563		False
	P23368	0	Training	0	P23368	Homo sapiens	Metazoa	584		False
	Q10665	0	Training	1	Q10665	Caenorhabditis elegans	Metazoa	754		False
	O70405	0	Training	2	O70405	Mus musculus	Metazoa	1051		False
	P38889	0	Training	3	P38889	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	622		False
	Q12188	0	Training	4	Q12188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	680		False
	Q8VZE7	0	Training	0	Q8VZE7	Arabidopsis thaliana	Plants	671		False
	Q9LLC1	0	Training	1	Q9LLC1	Arabidopsis thaliana	Plants	255		False
	Q07953	0	Training	2	Q07953	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250		False
	P38110	0	Training	3	P38110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2787		False
	Q3UZ39	0	Training	4	Q3UZ39	Mus musculus	Metazoa	729		False
	P06894	0	Training	0	P06894	Platynereis dumerilii	Metazoa	121		False
	P59540	0	Training	1	P59540	Homo sapiens	Metazoa	309		True
	O43299	0	Training	2	O43299	Homo sapiens	Metazoa	807		False
	O13936	0	Training	3	O13936	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	990		False
	P53207	0	Training	4	P53207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		False
	Q9UKT7	0	Training	0	Q9UKT7	Homo sapiens	Metazoa	428		False
	Q8BVN3	0	Training	1	Q8BVN3	Mus musculus	Metazoa	442		True
	Q12343	0	Training	2	Q12343	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	284		False
	Q00757	0	Training	3	Q00757	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	916		False
	P20436	0	Training	4	P20436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146		False
	Q9WU12	0	Training	0	Q9WU12	Mus musculus	Metazoa	71		False
	P09017	0	Training	1	P09017	Homo sapiens	Metazoa	264		False
	Q12887	0	Training	2	Q12887	Homo sapiens	Metazoa	443		False
	Q9VWF2	0	Training	3	Q9VWF2	Drosophila melanogaster	Metazoa	2006		False
	Q02100	0	Training	4	Q02100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	647		False
	Q9HAV4	0	Training	0	Q9HAV4	Homo sapiens	Metazoa	1204		False
	Q61234	0	Training	1	Q61234	Mus musculus	Metazoa	503		False
	P25573	0	Training	2	P25573	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417		True
	Q12354	0	Training	3	Q12354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	227		False
	F4KAV2	0	Training	4	F4KAV2	Arabidopsis thaliana	Plants	442		False
	Q9ZQZ6	0	Training	0	Q9ZQZ6	Arabidopsis thaliana	Plants	263		False
	Q9Y6H6	0	Training	1	Q9Y6H6	Homo sapiens	Metazoa	103		True
	A2RTF1	0	Training	2	A2RTF1	Mus musculus	Metazoa	1109		False
	P62249	0	Training	3	P62249	Homo sapiens	Metazoa	146		False
	Q9Y802	0	Training	4	Q9Y802	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1000		False
	B5KM66	0	Training	0	B5KM66	Mus musculus	Metazoa	88		False
	Q8VIM4	0	Training	1	Q8VIM4	Mus musculus	Metazoa	307		True
	O13683	0	Training	2	O13683	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1237		False
	P47802	0	Training	3	P47802	Mus musculus	Metazoa	317		False
	Q19AV6	0	Training	4	Q19AV6	Homo sapiens	Metazoa	140		False
	Q02783	0	Training	0	Q02783	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	413		False
	P40073	0	Training	1	P40073	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		True
	Q86WR0	0	Training	2	Q86WR0	Homo sapiens	Metazoa	208		True
	Q9P804	0	Training	3	Q9P804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	548		False
	Q6Q5X2	0	Training	4	Q6Q5X2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	51		False
	P98083	0	Training	0	P98083	Mus musculus	Metazoa	579		False
	Q12359	0	Training	1	Q12359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275		True
	O14730	0	Training	2	O14730	Homo sapiens	Metazoa	519		False
	P06007	0	Training	3	P06007	Chlamydomonas reinhardtii	Plants	352		True
	Q5H9S7	0	Training	4	Q5H9S7	Homo sapiens	Metazoa	520		False
	Q9VMD6	0	Training	0	Q9VMD6	Drosophila melanogaster	Metazoa	659		False
	Q91XJ0	0	Training	1	Q91XJ0	Rattus norvegicus	Metazoa	401		False
	O23174	0	Training	2	O23174	Arabidopsis thaliana	Plants	536		False
	Q95749	0	Training	3	Q95749	Arabidopsis thaliana	Plants	556		False
	P47084	0	Training	4	P47084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519		False
	Q9BZE1	0	Training	0	Q9BZE1	Homo sapiens	Metazoa	423		False
	Q9R085	0	Training	1	Q9R085	Rattus norvegicus	Metazoa	952		False
	A0A1D8PJ01	0	Training	2	A0A1D8PJ01	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	895		False
	O22161	0	Training	3	O22161	Arabidopsis thaliana	Plants	930		False
	Q5D869	0	Training	4	Q5D869	Arabidopsis thaliana	Plants	1976		False
	P04053	0	Training	0	P04053	Homo sapiens	Metazoa	509		False
	Q10290	0	Training	1	Q10290	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303		False
	P04840	0	Training	2	P04840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283		True
	O74895	0	Training	3	O74895	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	201		False
	Q9ZQ19	0	Training	4	Q9ZQ19	Arabidopsis thaliana	Plants	279		False
	O02326	0	Training	0	O02326	Caenorhabditis elegans	Metazoa	467		False
	P53983	0	Training	1	P53983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	676		True
	Q9JJN6	0	Training	2	Q9JJN6	Mus musculus	Metazoa	81		False
	Q8R151	0	Training	3	Q8R151	Mus musculus	Metazoa	1909		False
	P70278	0	Training	4	P70278	Mus musculus	Metazoa	393		False
	O14368	0	Training	0	O14368	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	143		False
	Q8NCE0	0	Training	1	Q8NCE0	Homo sapiens	Metazoa	465		False
	Q8GXR9	0	Training	2	Q8GXR9	Arabidopsis thaliana	Plants	519		False
	Q9ERS2	0	Training	3	Q9ERS2	Mus musculus	Metazoa	144		True
	Q149M9	0	Training	4	Q149M9	Homo sapiens	Metazoa	1564		False
	Q9ERV1	0	Training	0	Q9ERV1	Mus musculus	Metazoa	416		False
	P19824	0	Training	1	P19824	Chlamydomonas reinhardtii	Plants	375		False
	Q9HAB3	0	Training	2	Q9HAB3	Homo sapiens	Metazoa	445		True
	Q9C7G6	0	Training	3	Q9C7G6	Arabidopsis thaliana	Plants	256		False
	Q9UIA0	0	Training	4	Q9UIA0	Homo sapiens	Metazoa	394		False
	P34418	0	Training	0	P34418	Caenorhabditis elegans	Metazoa	943		False
	Q9BWW7	0	Training	1	Q9BWW7	Homo sapiens	Metazoa	348		False
	Q6A037	0	Training	2	Q6A037	Mus musculus	Metazoa	893		False
	O36030	0	Training	3	O36030	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	391		False
	Q8NHY2	0	Training	4	Q8NHY2	Homo sapiens	Metazoa	731		False
	Q08932	0	Training	0	Q08932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381		False
	P62483	0	Training	1	P62483	Rattus norvegicus	Metazoa	367		False
	P53507	0	Training	2	P53507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	60		True
	O24629	0	Training	3	O24629	Arabidopsis thaliana	Plants	502		False
	P52654	0	Training	4	P52654	Drosophila melanogaster	Metazoa	366		False
	F4KFT7	0	Training	0	F4KFT7	Arabidopsis thaliana	Plants	617		False
	Q86TL0	0	Training	1	Q86TL0	Homo sapiens	Metazoa	474		False
	Q8IYW5	0	Training	2	Q8IYW5	Homo sapiens	Metazoa	571		False
	P49588	0	Training	3	P49588	Homo sapiens	Metazoa	968		False
	P09119	0	Training	4	P09119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	513		False
	Q9USY8	0	Training	0	Q9USY8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	166		False
	Q9UTT2	0	Training	1	Q9UTT2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1206		False
	Q9QZM5	0	Training	2	Q9QZM5	Rattus norvegicus	Metazoa	476		False
	Q07807	0	Training	3	Q07807	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	879		False
	A0A0D1CRD0	0	Training	4	A0A0D1CRD0	Mycosarcoma maydis	Fungi	550		False
	Q06682	0	Training	0	Q06682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	500		False
	Q9GZR1	0	Training	1	Q9GZR1	Homo sapiens	Metazoa	1112		False
	Q96HA7	0	Training	2	Q96HA7	Homo sapiens	Metazoa	1378		False
	Q04675	0	Training	3	Q04675	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128		False
	Q12333	0	Training	4	Q12333	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	620		True
	Q76PC4	0	Training	0	Q76PC4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	562		False
	Q3E823	0	Training	1	Q3E823	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	68		False
	P82352	0	Training	2	P82352	Oryctolagus cuniculus	Metazoa	238		True
	P51530	0	Training	3	P51530	Homo sapiens	Metazoa	1060		False
	Q9LSA9	0	Training	4	Q9LSA9	Arabidopsis thaliana	Plants	339		False
	Q4WGS5	0	Training	0	Q4WGS5	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	577		True
	P40014	0	Training	1	P40014	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221		False
	Q05568	0	Training	2	Q05568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337		True
	Q6VN19	0	Training	3	Q6VN19	Mus musculus	Metazoa	620		False
	Q5I0E9	0	Training	4	Q5I0E9	Rattus norvegicus	Metazoa	566		True
	J4UQC2	0	Training	0	J4UQC2	Beauveria bassiana (strain ARSEF 2860)	Fungi	682		False
	P38170	0	Training	1	P38170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754		False
	Q13868	0	Training	2	Q13868	Homo sapiens	Metazoa	293		False
	O14329	0	Training	3	O14329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	386		False
	Q9SU25	0	Training	4	Q9SU25	Arabidopsis thaliana	Plants	649		False
	Q09228	0	Training	0	Q09228	Caenorhabditis elegans	Metazoa	1129		False
	O59748	0	Training	1	O59748	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	331		False
	P53264	0	Training	2	P53264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	445		False
	Q9UBC0	0	Training	3	Q9UBC0	Homo sapiens	Metazoa	465		False
	P50091	0	Training	4	P50091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	288		False
	P78953	0	Training	0	P78953	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920		False
	Q86YA3	0	Training	1	Q86YA3	Homo sapiens	Metazoa	2104		False
	A6NKF2	0	Training	2	A6NKF2	Homo sapiens	Metazoa	412		False
	Q39057	0	Training	3	Q39057	Arabidopsis thaliana	Plants	373		False
	O14174	0	Training	4	O14174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	473		False
	Q504Q3	0	Training	0	Q504Q3	Homo sapiens	Metazoa	1202		False
	Q810H6	0	Training	1	Q810H6	Rattus norvegicus	Metazoa	846		False
	Q9BZV1	0	Training	2	Q9BZV1	Homo sapiens	Metazoa	441		False
	O23310	0	Training	3	O23310	Arabidopsis thaliana	Plants	161		False
	E3Q1H1	0	Training	4	E3Q1H1	Trypanosoma brucei brucei	Other	147		False
	Q6ZQN7	0	Training	0	Q6ZQN7	Homo sapiens	Metazoa	724		False
	Q12511	0	Training	1	Q12511	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	572		False
	O42250	0	Training	2	O42250	Danio rerio	Metazoa	344		False
	Q5XKL5	0	Training	3	Q5XKL5	Homo sapiens	Metazoa	1792		False
	Q8WV22	0	Training	4	Q8WV22	Homo sapiens	Metazoa	266		False
	Q9C5J3	0	Training	0	Q9C5J3	Arabidopsis thaliana	Plants	946		False
	P36093	0	Training	1	P36093	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366		False
	C6TCZ5	0	Training	2	C6TCZ5	Glycine max	Plants	232		False
	Q7Z602	0	Training	3	Q7Z602	Homo sapiens	Metazoa	305		True
	Q99547	0	Training	4	Q99547	Homo sapiens	Metazoa	160		False
	Q60864	0	Training	0	Q60864	Mus musculus	Metazoa	543		False
	P42948	0	Training	1	P42948	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560		False
	P25457	0	Training	2	P25457	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	250		False
	Q4PSK3	0	Training	3	Q4PSK3	Arabidopsis thaliana	Plants	124		False
	Q10302	0	Training	4	Q10302	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	646		False
	O74880	0	Training	0	O74880	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	360		False
	O74418	0	Training	1	O74418	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244		False
	G5ECG2	0	Training	2	G5ECG2	Caenorhabditis elegans	Metazoa	467		False
	P12904	0	Training	3	P12904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	322		False
	Q9M0A5	0	Training	4	Q9M0A5	Arabidopsis thaliana	Plants	249		False
	P23610	0	Training	0	P23610	Homo sapiens	Metazoa	371		False
	Q69T99	0	Training	1	Q69T99	Oryza sativa subsp. japonica	Plants	500		False
	Q8L8Z1	0	Training	2	Q8L8Z1	Arabidopsis thaliana	Plants	190		True
	Q8VEH6	0	Training	3	Q8VEH6	Mus musculus	Metazoa	393		False
	P40061	0	Training	4	P40061	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1430		False
	Q8IVG5	0	Training	0	Q8IVG5	Homo sapiens	Metazoa	1584		False
	P87310	0	Training	1	P87310	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	144		False
	P53255	0	Training	2	P53255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	507		False
	Q6PCP7	0	Training	3	Q6PCP7	Mus musculus	Metazoa	798		True
	Q53GS7	0	Training	4	Q53GS7	Homo sapiens	Metazoa	698		False
	B2RW88	0	Training	0	B2RW88	Mus musculus	Metazoa	366		False
	Q32NR9	0	Training	1	Q32NR9	Xenopus laevis	Metazoa	708		False
	Q7SAJ1	0	Training	2	Q7SAJ1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236		False
	Q9LK88	0	Training	3	Q9LK88	Arabidopsis thaliana	Plants	196		False
	Q03375	0	Training	4	Q03375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135		False
	Q96D98	0	Training	0	Q96D98	Homo sapiens	Metazoa	161		False
	O96693	0	Training	1	O96693	Plasmodium falciparum (isolate HB3)	Other	488		False
	Q91X44	0	Training	2	Q91X44	Mus musculus	Metazoa	623		False
	Q9JJL0	0	Training	3	Q9JJL0	Mus musculus	Metazoa	238		False
	Q9BXW9	0	Training	4	Q9BXW9	Homo sapiens	Metazoa	1451		False
	O75607	0	Training	0	O75607	Homo sapiens	Metazoa	178		False
	P46062	0	Training	1	P46062	Mus musculus	Metazoa	1037		False
	Q22829	0	Training	2	Q22829	Caenorhabditis elegans	Metazoa	470		False
	P41223	0	Training	3	P41223	Homo sapiens	Metazoa	144		False
	Q96FF9	0	Training	4	Q96FF9	Homo sapiens	Metazoa	252		False
	P53267	0	Training	0	P53267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343		False
	Q9UKA1	0	Training	1	Q9UKA1	Homo sapiens	Metazoa	691		False
	Q9VPH0	0	Training	2	Q9VPH0	Drosophila melanogaster	Metazoa	869		False
	Q1K8F6	0	Training	3	Q1K8F6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	712		False
	P53102	0	Training	4	P53102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219		False
	Q9Y3E1	0	Training	0	Q9Y3E1	Homo sapiens	Metazoa	203		False
	O15304	0	Training	1	O15304	Homo sapiens	Metazoa	175		False
	P48237	0	Training	2	P48237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	864		False
	Q9JMB1	0	Training	3	Q9JMB1	Mus musculus	Metazoa	375		False
	Q8WVF1	0	Training	4	Q8WVF1	Homo sapiens	Metazoa	389		False
	Q9Y4R8	0	Training	0	Q9Y4R8	Homo sapiens	Metazoa	837		False
	Q9H668	0	Training	1	Q9H668	Homo sapiens	Metazoa	368		False
	Q12947	0	Training	2	Q12947	Homo sapiens	Metazoa	444		False
	F6TQD1	0	Training	3	F6TQD1	Mus musculus	Metazoa	307		False
	Q8R2K4	0	Training	4	Q8R2K4	Mus musculus	Metazoa	616		False
	Q9H0R1	0	Training	0	Q9H0R1	Homo sapiens	Metazoa	490		False
	Q9FJF4	0	Training	1	Q9FJF4	Arabidopsis thaliana	Plants	306		False
	Q9NYP3	0	Training	2	Q9NYP3	Homo sapiens	Metazoa	566		False
	Q9FJY5	0	Training	3	Q9FJY5	Arabidopsis thaliana	Plants	524		False
	P13631	0	Training	4	P13631	Homo sapiens	Metazoa	454		False
	Q9VX12	0	Training	0	Q9VX12	Drosophila melanogaster	Metazoa	359		False
	Q8R2H7	0	Training	1	Q8R2H7	Rattus norvegicus	Metazoa	913		False
	P46435	0	Training	2	P46435	Schistosoma mansoni	Metazoa	259		False
	D3YZI9	0	Training	3	D3YZI9	Mus musculus	Metazoa	523		False
	O82279	0	Training	4	O82279	Arabidopsis thaliana	Plants	350		False
	Q16186	0	Training	0	Q16186	Homo sapiens	Metazoa	407		False
	P42526	0	Training	1	P42526	Dictyostelium discoideum	Other	118		False
	P57080	0	Training	2	P57080	Mus musculus	Metazoa	1055		False
	Q58DZ9	0	Training	3	Q58DZ9	Rattus norvegicus	Metazoa	258		False
	C4QWS8	0	Training	4	C4QWS8	Komagataella phaffii (strain GS115 / ATCC 20864)	Fungi	363		False
	A0A076FFM5	0	Training	0	A0A076FFM5	Ocimum basilicum	Plants	523		False
	P00856	0	Training	1	P00856	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	48		True
	Q6ZI01	0	Training	2	Q6ZI01	Oryza sativa subsp. japonica	Plants	213		False
	Q19404	0	Training	3	Q19404	Caenorhabditis elegans	Metazoa	442		False
	Q1KPV0	0	Training	4	Q1KPV0	Arabidopsis thaliana	Plants	912		False
	Q940U6	0	Training	0	Q940U6	Arabidopsis thaliana	Plants	316		False
	Q969Z3	0	Training	1	Q969Z3	Homo sapiens	Metazoa	335		False
	P09211	0	Training	2	P09211	Homo sapiens	Metazoa	210		False
	Q9BZL1	0	Training	3	Q9BZL1	Homo sapiens	Metazoa	73		False
	Q7TN79	0	Training	4	Q7TN79	Mus musculus	Metazoa	314		False
	Q9H079	0	Training	0	Q9H079	Homo sapiens	Metazoa	304		False
	Q91ZR5	0	Training	1	Q91ZR5	Mus musculus	Metazoa	686		False
	O04209	0	Training	2	O04209	Arabidopsis thaliana	Plants	258		False
	Q9WTJ6	0	Training	3	Q9WTJ6	Mus musculus	Metazoa	475		False
