O74740	accession	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
Q9D067	Q9D067	Mus musculus	Metazoa	708		False
J9VT33	J9VT33	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	1048		False
O88339	O88339	Rattus norvegicus	Metazoa	575		False
Q96T68	Q96T68	Homo sapiens	Metazoa	719		False
Q9SLB9	Q9SLB9	Arabidopsis thaliana	Plants	450		False
Q9C9T3	Q9C9T3	Arabidopsis thaliana	Plants	67		False
A9UHW6	A9UHW6	Homo sapiens	Metazoa	222		False
Q94AU9	Q94AU9	Arabidopsis thaliana	Plants	174		False
Q9SU30	Q9SU30	Arabidopsis thaliana	Plants	413		False
Q9VPF9	Q9VPF9	Drosophila melanogaster	Metazoa	373		False
P42937	P42937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	148		False
Q8GYH7	Q8GYH7	Arabidopsis thaliana	Plants	249		False
Q64702	Q64702	Mus musculus	Metazoa	925		False
P30989	P30989	Homo sapiens	Metazoa	418		True
P82248	P82248	Spinacia oleracea	Plants	168		False
Q18593	Q18593	Caenorhabditis elegans	Metazoa	329		True
Q8SKU2	Q8SKU2	Pisum sativum	Plants	534		False
P40688	P40688	Drosophila melanogaster	Metazoa	548		False
Q4WUK4	Q4WUK4	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	609		False
P53114	P53114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1132		False
Q6IUP1	Q6IUP1	Mus musculus	Metazoa	357		False
Q9NRN7	Q9NRN7	Homo sapiens	Metazoa	309		False
Q9GZY4	Q9GZY4	Homo sapiens	Metazoa	146		True
Q86W54	Q86W54	Homo sapiens	Metazoa	205		False
P17987	P17987	Homo sapiens	Metazoa	556		False
P47802	P47802	Mus musculus	Metazoa	317		False
Q37707	Q37707	Artemia franciscana	Metazoa	53		True
O02696	O02696	Sus scrofa	Metazoa	877		False
Q96LL9	Q96LL9	Homo sapiens	Metazoa	226		False
Q06162	Q06162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		False
Q9D0Z3	Q9D0Z3	Mus musculus	Metazoa	276		False
O04983	O04983	Arabidopsis thaliana	Plants	537		False
Q9SZR9	Q9SZR9	Arabidopsis thaliana	Plants	638		False
Q8RX78	Q8RX78	Arabidopsis thaliana	Plants	684		False
Q02783	Q02783	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	413		False
Q16773	Q16773	Homo sapiens	Metazoa	422		False
A6NLJ0	A6NLJ0	Homo sapiens	Metazoa	364		False
Q9GZT3	Q9GZT3	Homo sapiens	Metazoa	109		False
Q9Y2I9	Q9Y2I9	Homo sapiens	Metazoa	924		False
P18625	P18625	Gallus gallus	Metazoa	323		False
Q9GZS1	Q9GZS1	Homo sapiens	Metazoa	419		False
Q6PFX2	Q6PFX2	Mus musculus	Metazoa	281		False
Q6PP77	Q6PP77	Homo sapiens	Metazoa	449		True
Q92373	Q92373	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279		False
P91278	P91278	Caenorhabditis elegans	Metazoa	362		False
Q84N48	Q84N48	Zea mays	Plants	611		False
Q9HGN5	Q9HGN5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	279		False
Q9SID1	Q9SID1	Arabidopsis thaliana	Plants	238		False
P07213	P07213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	617		True
Q9SYQ0	Q9SYQ0	Arabidopsis thaliana	Plants	463		False
P53866	P53866	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	767		False
O09171	O09171	Rattus norvegicus	Metazoa	407		False
Q7Z412	Q7Z412	Homo sapiens	Metazoa	305		False
Q96E29	Q96E29	Homo sapiens	Metazoa	417		False
P27472	P27472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	705		False
Q6Q4D0	Q6Q4D0	Arabidopsis thaliana	Plants	1311		False
Q86X29	Q86X29	Homo sapiens	Metazoa	649		False
Q7ZT47	Q7ZT47	Xenopus laevis	Metazoa	196		False
B5DFG1	B5DFG1	Rattus norvegicus	Metazoa	580		False
Q86YI8	Q86YI8	Homo sapiens	Metazoa	300		False
P38812	P38812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185		False
Q19972	Q19972	Caenorhabditis elegans	Metazoa	270		False
Q12524	Q12524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	340		False
P58753	P58753	Homo sapiens	Metazoa	221		False
Q92349	Q92349	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1318		False
Q9VBW9	Q9VBW9	Drosophila melanogaster	Metazoa	419		False
Q01454	Q01454	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	927		False
Q9VW15	Q9VW15	Drosophila melanogaster	Metazoa	2226		False
P38882	P38882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	575		False
Q6NUD0	Q6NUD0	Xenopus laevis	Metazoa	333		False
Q12510	Q12510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	522		False
P12689	P12689	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	985		False
Q9NJP9	Q9NJP9	Trypanosoma brucei brucei	Other	512		False
P41005	P41005	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	101		False
P06813	P06813	Oryctolagus cuniculus	Metazoa	266		False
Q801E2	Q801E2	Xenopus laevis	Metazoa	1116		False
Q1EHW4	Q1EHW4	Mus musculus	Metazoa	186		False
O82392	O82392	Arabidopsis thaliana	Plants	644		False
P32899	P32899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183		False
Q9JJG9	Q9JJG9	Mus musculus	Metazoa	693		False
Q9ZQH0	Q9ZQH0	Arabidopsis thaliana	Plants	232		False
Q9LIK9	Q9LIK9	Arabidopsis thaliana	Plants	463		False
G5ECD6	G5ECD6	Caenorhabditis elegans	Metazoa	1322		True
P83214	P83214	Octopus vulgaris	Metazoa	56		False
P21190	P21190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360		False
O60503	O60503	Homo sapiens	Metazoa	1353		False
Q9D995	Q9D995	Mus musculus	Metazoa	334		False
Q8N699	Q8N699	Homo sapiens	Metazoa	235		False
Q08580	Q08580	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376		False
Q9UBE0	Q9UBE0	Homo sapiens	Metazoa	346		False
Q8N4Q1	Q8N4Q1	Homo sapiens	Metazoa	142		False
O81242	O81242	Arabidopsis thaliana	Plants	355		False
O94614	O94614	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	633		False
Q9Y2F5	Q9Y2F5	Homo sapiens	Metazoa	2266		False
Q80WJ1	Q80WJ1	Mus musculus	Metazoa	673		False
P32773	P32773	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286		False
Q96EU6	Q96EU6	Homo sapiens	Metazoa	259		False
P29033	P29033	Homo sapiens	Metazoa	226		True
P41828	P41828	Caenorhabditis elegans	Metazoa	588		False
Q9LLY4	Q9LLY4	Brassica napus	Plants	344		False
Q8LAC4	Q8LAC4	Arabidopsis thaliana	Plants	322		False
O94286	O94286	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	178		False
Q8WV24	Q8WV24	Homo sapiens	Metazoa	401		False
O74511	O74511	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	838		False
Q9SMH4	Q9SMH4	Chlamydomonas reinhardtii	Plants	410		False
Q3U0V2	Q3U0V2	Mus musculus	Metazoa	310		False
Q9U2M1	Q9U2M1	Caenorhabditis elegans	Metazoa	1499		False
Q04083	Q04083	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	370		True
Q62796	Q62796	Rattus norvegicus	Metazoa	647		False
Q15170	Q15170	Homo sapiens	Metazoa	159		False
Q9GTP4	Q9GTP4	Crithidia fasciculata	Other	502		True
Q01613	Q01613	Xenopus laevis	Metazoa	1420		False
Q9Y3I1	Q9Y3I1	Homo sapiens	Metazoa	522		False
P46604	P46604	Arabidopsis thaliana	Plants	278		False
Q9CR14	Q9CR14	Mus musculus	Metazoa	375		False
P87000	P87000	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	926		False
Q8VZV9	Q8VZV9	Arabidopsis thaliana	Plants	161		False
P46674	P46674	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1301		False
Q5VWQ8	Q5VWQ8	Homo sapiens	Metazoa	1189		False
Q9LTY1	Q9LTY1	Arabidopsis thaliana	Plants	726		False
A6NK58	A6NK58	Homo sapiens	Metazoa	231		False
Q10336	Q10336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327		False
Q3UMZ3	Q3UMZ3	Mus musculus	Metazoa	260		True
Q7TSD4	Q7TSD4	Mus musculus	Metazoa	393		False
Q8K480	Q8K480	Mus musculus	Metazoa	584		True
Q68FY1	Q68FY1	Rattus norvegicus	Metazoa	325		False
Q96PZ0	Q96PZ0	Homo sapiens	Metazoa	661		False
Q8H0V4	Q8H0V4	Arabidopsis thaliana	Plants	722		False
Q9HGL9	Q9HGL9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	252		False
P30419	P30419	Homo sapiens	Metazoa	496		False
Q969S3	Q969S3	Homo sapiens	Metazoa	477		False
Q9CPX8	Q9CPX8	Mus musculus	Metazoa	56		True
Q9FFF5	Q9FFF5	Arabidopsis thaliana	Plants	241		False
Q12530	Q12530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201		True
P42891	P42891	Bos taurus	Metazoa	754		True
Q1M168	Q1M168	Rattus norvegicus	Metazoa	372		False
Q9Z213	Q9Z213	Rattus norvegicus	Metazoa	738		False
Q6NLC1	Q6NLC1	Arabidopsis thaliana	Plants	706		True
Q9D4J1	Q9D4J1	Mus musculus	Metazoa	240		False
Q9BUZ4	Q9BUZ4	Homo sapiens	Metazoa	470		False
C0LLJ0	C0LLJ0	Mus musculus	Metazoa	499		False
Q9VUB5	Q9VUB5	Drosophila melanogaster	Metazoa	3146		False
Q8IH18	Q8IH18	Drosophila melanogaster	Metazoa	1010		False
Q84JK2	Q84JK2	Arabidopsis thaliana	Plants	285		False
Q9VLL3	Q9VLL3	Drosophila melanogaster	Metazoa	753		False
Q8N108	Q8N108	Homo sapiens	Metazoa	512		False
Q9H444	Q9H444	Homo sapiens	Metazoa	224		False
F4IN23	F4IN23	Arabidopsis thaliana	Plants	321		False
Q95ZL9	Q95ZL9	Caenorhabditis elegans	Metazoa	152		False
Q8K4V4	Q8K4V4	Rattus norvegicus	Metazoa	539		False
B7Z0I7	B7Z0I7	Drosophila melanogaster	Metazoa	351		False
Q9UBS8	Q9UBS8	Homo sapiens	Metazoa	474		False
O94225	O94225	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	474		False
Q8R4T5	Q8R4T5	Rattus norvegicus	Metazoa	394		False
Q6EPZ0	Q6EPZ0	Oryza sativa subsp. japonica	Plants	318		False
Q3KRA9	Q3KRA9	Homo sapiens	Metazoa	238		False
Q8RWE8	Q8RWE8	Arabidopsis thaliana	Plants	442		False
Q15652	Q15652	Homo sapiens	Metazoa	2540		False
Q5VWN6	Q5VWN6	Homo sapiens	Metazoa	2430		False
Q9VV74	Q9VV74	Drosophila melanogaster	Metazoa	226		False
P32970	P32970	Homo sapiens	Metazoa	193		True
O89019	O89019	Mus musculus	Metazoa	1062		False
Q92905	Q92905	Homo sapiens	Metazoa	334		False
Q08959	Q08959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321		False
Q06679	Q06679	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	776		False
Q12373	Q12373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385		False
Q9HCI7	Q9HCI7	Homo sapiens	Metazoa	577		False
Q14DK4	Q14DK4	Mus musculus	Metazoa	801		False
Q5N829	Q5N829	Oryza sativa subsp. japonica	Plants	953		False
P52553	P52553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	114		False
Q05863	Q05863	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	155		False
Q9NV06	Q9NV06	Homo sapiens	Metazoa	445		False
Q9FWA3	Q9FWA3	Arabidopsis thaliana	Plants	486		False
Q9P7P2	Q9P7P2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	528		False
P38292	P38292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	413		True
Q8N3I7	Q8N3I7	Homo sapiens	Metazoa	341		False
O49621	O49621	Arabidopsis thaliana	Plants	526		True
P38996	P38996	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	802		False
P57725	P57725	Mus musculus	Metazoa	372		False
Q2M1K9	Q2M1K9	Homo sapiens	Metazoa	1284		False
Q9VTL1	Q9VTL1	Drosophila melanogaster	Metazoa	395		False
Q96GX5	Q96GX5	Homo sapiens	Metazoa	879		False
P53196	P53196	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417		False
Q9P2D8	Q9P2D8	Homo sapiens	Metazoa	2635		False
P49107	P49107	Arabidopsis thaliana	Plants	171		False
Q9SEL7	Q9SEL7	Arabidopsis thaliana	Plants	323		False
P32785	P32785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401		False
Q13216	Q13216	Homo sapiens	Metazoa	396		False
P40576	P40576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216		True
Q9LSV0	Q9LSV0	Arabidopsis thaliana	Plants	289		False
Q8N695	Q8N695	Homo sapiens	Metazoa	610		True
P32250	P32250	Gallus gallus	Metazoa	308		True
Q92565	Q92565	Homo sapiens	Metazoa	580		False
Q18412	Q18412	Caenorhabditis elegans	Metazoa	309		False
Q7SGU0	Q7SGU0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	376		False
Q64MA3	Q64MA3	Oryza sativa subsp. japonica	Plants	629		False
Q9M276	Q9M276	Arabidopsis thaliana	Plants	235		False
P53170	P53170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491		False
Q6DRC5	Q6DRC5	Danio rerio	Metazoa	1014		False
Q93WK5	Q93WK5	Arabidopsis thaliana	Plants	727		False
Q9LVV5	Q9LVV5	Arabidopsis thaliana	Plants	223		False
Q9URX9	Q9URX9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284		False
Q9P2Y4	Q9P2Y4	Homo sapiens	Metazoa	722		False
Q10S44	Q10S44	Oryza sativa subsp. japonica	Plants	354		False
O96623	O96623	Dictyostelium discoideum	Other	293		False
Q38895	Q38895	Arabidopsis thaliana	Plants	204		False
Q6ZI01	Q6ZI01	Oryza sativa subsp. japonica	Plants	213		False
Q9FGR0	Q9FGR0	Arabidopsis thaliana	Plants	1442		False
Q9FMZ0	Q9FMZ0	Arabidopsis thaliana	Plants	337		False
Q69WS3	Q69WS3	Oryza sativa subsp. japonica	Plants	256		False
P29617	P29617	Drosophila melanogaster	Metazoa	1703		False
Q32065	Q32065	Chlamydomonas reinhardtii	Plants	2971		False
Q9VGL8	Q9VGL8	Drosophila melanogaster	Metazoa	363		False
D2K8N5	D2K8N5	Nicotiana benthamiana	Plants	403		False
Q9SHZ6	Q9SHZ6	Arabidopsis thaliana	Plants	343		False
P62685	P62685	Homo sapiens	Metazoa	647		False
Q9SJ50	Q9SJ50	Arabidopsis thaliana	Plants	333		False
Q2TAL8	Q2TAL8	Homo sapiens	Metazoa	776		False
Q9ZV06	Q9ZV06	Arabidopsis thaliana	Plants	236		False
Q22795	Q22795	Caenorhabditis elegans	Metazoa	242		False
Q6A028	Q6A028	Mus musculus	Metazoa	585		False
Q53EK2	Q53EK2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	232		False
Q9V6L9	Q9V6L9	Drosophila melanogaster	Metazoa	255		False
Q80VR2	Q80VR2	Mus musculus	Metazoa	395		False
Q76LB1	Q76LB1	Triticum aestivum	Plants	459		True
F4IXE7	F4IXE7	Arabidopsis thaliana	Plants	1189		False
Q94CV1	Q94CV1	Oryza sativa subsp. japonica	Plants	228		False
Q63425	Q63425	Rattus norvegicus	Metazoa	1383		False
S0DQI7	S0DQI7	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	316		False
Q0VC21	Q0VC21	Bos taurus	Metazoa	297		False
Q05498	Q05498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189		False
Q9ZVD0	Q9ZVD0	Arabidopsis thaliana	Plants	720		False
Q9U6M1	Q9U6M1	Leishmania tarentolae	Other	827		False
P16580	P16580	Gallus gallus	Metazoa	373		False
Q9VQ30	Q9VQ30	Drosophila melanogaster	Metazoa	604		False
P70444	P70444	Mus musculus	Metazoa	195		False
B2RWS6	B2RWS6	Mus musculus	Metazoa	2412		False
Q04199	Q04199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	468		False
Q7SG49	Q7SG49	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	414		False
Q02630	Q02630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1113		False
O74954	O74954	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	613		False
Q9FHK4	Q9FHK4	Arabidopsis thaliana	Plants	615		False
Q8K400	Q8K400	Mus musculus	Metazoa	1152		False
Q9ZVJ3	Q9ZVJ3	Arabidopsis thaliana	Plants	550		False
P20052	P20052	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		False
Q9FNH6	Q9FNH6	Arabidopsis thaliana	Plants	231		True
Q9FLD5	Q9FLD5	Arabidopsis thaliana	Plants	514		True
P40492	P40492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	516		False
Q0JCC3	Q0JCC3	Oryza sativa subsp. japonica	Plants	560		False
Q9H582	Q9H582	Homo sapiens	Metazoa	1327		False
Q95U54	Q95U54	Drosophila melanogaster	Metazoa	959		False
Q09823	Q09823	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	791		False
Q54BW5	Q54BW5	Dictyostelium discoideum	Other	179		False
P46059	P46059	Homo sapiens	Metazoa	708		True
E5L8F7	E5L8F7	Lotus japonicus	Plants	358		False
Q96DY5	Q96DY5	Mus musculus	Metazoa	654		False
Q9H7B2	Q9H7B2	Homo sapiens	Metazoa	306		False
Q9UT23	Q9UT23	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834		False
A0A076FFM5	A0A076FFM5	Ocimum basilicum	Plants	523		False
P87017	P87017	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	278		False
P53972	P53972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490		False
P22289	P22289	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	66		True
Q14CB8	Q14CB8	Homo sapiens	Metazoa	494		False
Q4U0S5	Q4U0S5	Danio rerio	Metazoa	503		False
P48237	P48237	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	864		False
Q15723	Q15723	Homo sapiens	Metazoa	593		False
Q8K337	Q8K337	Mus musculus	Metazoa	993		False
O14161	O14161	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	293		False
Q06236	Q06236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	168		True
Q9BVJ7	Q9BVJ7	Homo sapiens	Metazoa	150		False
P19407	P19407	Spinacia oleracea	Plants	62		True
Q80SU7	Q80SU7	Mus musculus	Metazoa	2427		False
Q5M775	Q5M775	Homo sapiens	Metazoa	1068		False
Q8TAF3	Q8TAF3	Homo sapiens	Metazoa	677		False
Q86YH6	Q86YH6	Homo sapiens	Metazoa	399		False
O13758	O13758	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	361		False
P35435	P35435	Rattus norvegicus	Metazoa	273		False
Q06506	Q06506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	573		False
Q5DTW7	Q5DTW7	Mus musculus	Metazoa	1521		False
Q01453	Q01453	Homo sapiens	Metazoa	160		True
Q99986	Q99986	Homo sapiens	Metazoa	396		False
P57080	P57080	Mus musculus	Metazoa	1055		False
Q19253	Q19253	Caenorhabditis elegans	Metazoa	592		False
P40317	P40317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	901		False
Q9FMW8	Q9FMW8	Arabidopsis thaliana	Plants	354		False
Q8AWF4	Q8AWF4	Xenopus laevis	Metazoa	462		False
A2A9C3	A2A9C3	Mus musculus	Metazoa	3431		False
Q9JIB0	Q9JIB0	Mus musculus	Metazoa	185		False
E9PXM9	E9PXM9	Mus musculus	Metazoa	466		False
O74905	O74905	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	189		False
Q9ASS2	Q9ASS2	Arabidopsis thaliana	Plants	601		False
Q9BRP8	Q9BRP8	Homo sapiens	Metazoa	204		False
P35734	P35734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	292		False
P82916	P82916	Bos taurus	Metazoa	130		False
Q9UI43	Q9UI43	Homo sapiens	Metazoa	246		False
Q9SII9	Q9SII9	Arabidopsis thaliana	Plants	538		False
Q8VHQ2	Q8VHQ2	Mus musculus	Metazoa	579		False
Q6PCT2	Q6PCT2	Homo sapiens	Metazoa	694		False
Q24322	Q24322	Drosophila melanogaster	Metazoa	899		True
Q00055	Q00055	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	391		False
Q8BVG4	Q8BVG4	Mus musculus	Metazoa	862		False
Q62747	Q62747	Rattus norvegicus	Metazoa	403		True
Q9P0K7	Q9P0K7	Homo sapiens	Metazoa	980		False
Q9UQ13	Q9UQ13	Homo sapiens	Metazoa	582		False
Q09793	Q09793	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425		False
O94410	O94410	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	186		False
O94972	O94972	Homo sapiens	Metazoa	964		False
P47141	P47141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	266		False
P38889	P38889	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	622		False
P60323	P60323	Homo sapiens	Metazoa	173		False
O13563	O13563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	156		False
O94258	O94258	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	978		False
Q12789	Q12789	Homo sapiens	Metazoa	2109		False
Q940L4	Q940L4	Arabidopsis thaliana	Plants	649		False
Q92979	Q92979	Homo sapiens	Metazoa	244		False
P70670	P70670	Mus musculus	Metazoa	2187		False
P49021	P49021	Drosophila melanogaster	Metazoa	1398		False
P53850	P53850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	401		False
Q04279	Q04279	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	960		False
A8MZ59	A8MZ59	Homo sapiens	Metazoa	198		False
Q86WV1	Q86WV1	Homo sapiens	Metazoa	359		False
P16554	P16554	Drosophila melanogaster	Metazoa	556		False
Q9VEB4	Q9VEB4	Drosophila melanogaster	Metazoa	560		False
P53142	P53142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	486		True
Q8IDM6	Q8IDM6	Plasmodium falciparum (isolate 3D7)	Other	422		True
Q94BS2	Q94BS2	Arabidopsis thaliana	Plants	335		False
O59800	O59800	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	354		False
Q8WYK0	Q8WYK0	Homo sapiens	Metazoa	555		False
P33759	P33759	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307		False
P38193	P38193	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441		False
Q9H061	Q9H061	Homo sapiens	Metazoa	195		True
Q61009	Q61009	Mus musculus	Metazoa	509		True
P25270	P25270	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412		False
Q62318	Q62318	Mus musculus	Metazoa	834		False
Q9Y804	Q9Y804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	703		False
Q8WUF5	Q8WUF5	Homo sapiens	Metazoa	828		False
Q03435	Q03435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	203		False
Q56YA5	Q56YA5	Arabidopsis thaliana	Plants	401		False
Q9NYL2	Q9NYL2	Homo sapiens	Metazoa	800		False
Q32P44	Q32P44	Homo sapiens	Metazoa	896		False
P53909	P53909	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	347		False
Q8N8Q3	Q8N8Q3	Homo sapiens	Metazoa	282		False
Q1W1G1	Q1W1G1	Xenopus laevis	Metazoa	525		False
P38170	P38170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754		False
Q17569	Q17569	Caenorhabditis elegans	Metazoa	389		False
J7M799	J7M799	Ramazzottius varieornatus	Metazoa	237		False
Q9NYG5	Q9NYG5	Homo sapiens	Metazoa	84		False
O94516	O94516	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	364		False
Q8IRW8	Q8IRW8	Drosophila melanogaster	Metazoa	2431		False
Q12753	Q12753	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	694		False
Q9C7G6	Q9C7G6	Arabidopsis thaliana	Plants	256		False
Q03898	Q03898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291		False
Q60865	Q60865	Mus musculus	Metazoa	707		False
Q9UKL0	Q9UKL0	Homo sapiens	Metazoa	485		False
Q96GC5	Q96GC5	Homo sapiens	Metazoa	212		False
Q14164	Q14164	Homo sapiens	Metazoa	716		False
Q9UPS6	Q9UPS6	Homo sapiens	Metazoa	1966		False
Q9Y5S8	Q9Y5S8	Homo sapiens	Metazoa	564		True
Q3UL53	Q3UL53	Mus musculus	Metazoa	246		False
P05066	P05066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	565		False
Q8VXV7	Q8VXV7	Arabidopsis thaliana	Plants	844		False
Q9WTJ6	Q9WTJ6	Mus musculus	Metazoa	475		False
Q78T81	Q78T81	Mus musculus	Metazoa	392		False
Q92351	Q92351	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1208		False
P47076	P47076	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161		False
P42027	P42027	Brassica oleracea	Plants	215		False
Q00816	Q00816	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1014		False
O14212	O14212	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	470		False
O60936	O60936	Homo sapiens	Metazoa	208		False
P53881	P53881	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	309		False
P36631	P36631	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468		False
Q23500	Q23500	Caenorhabditis elegans	Metazoa	887		False
O23403	O23403	Arabidopsis thaliana	Plants	287		False
O08816	O08816	Rattus norvegicus	Metazoa	501		False
P07272	P07272	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	904		False
O14464	O14464	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	93		False
P10914	P10914	Homo sapiens	Metazoa	325		False
