O74740	accession	Label	Set	CV_Fold	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
Q9SX99	Q9SX99	0	Training	1	Arabidopsis thaliana	Plants	261		False
Q9H816	Q9H816	0	Training	2	Homo sapiens	Metazoa	532		False
P25443	P25443	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254		False
Q9SD80	Q9SD80	0	Training	4	Arabidopsis thaliana	Plants	54		True
Q9NPG3	Q9NPG3	0	Training	0	Homo sapiens	Metazoa	1134		False
P87000	P87000	0	Training	1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	926		False
Q7KTX8	Q7KTX8	0	Training	2	Drosophila melanogaster	Metazoa	2618		False
P19426	P19426	0	Training	3	Mus musculus	Metazoa	375		False
O49562	O49562	0	Training	4	Arabidopsis thaliana	Plants	403		False
Q5C9Z4	Q5C9Z4	0	Training	0	Homo sapiens	Metazoa	860		False
P19659	P19659	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1081		False
Q12530	Q12530	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201		True
P93015	P93015	0	Training	3	Arabidopsis thaliana	Plants	131		False
Q9VYD1	Q9VYD1	0	Training	4	Drosophila melanogaster	Metazoa	2313		False
Q86TP1	Q86TP1	0	Training	0	Homo sapiens	Metazoa	453		False
Q38895	Q38895	0	Training	1	Arabidopsis thaliana	Plants	204		False
Q62908	Q62908	0	Training	2	Rattus norvegicus	Metazoa	193		False
P38360	P38360	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1216		False
Q9CA42	Q9CA42	0	Training	4	Arabidopsis thaliana	Plants	1085		False
P02240	P02240	0	Training	0	Lupinus luteus	Plants	154		False
P0DOW4	P0DOW4	0	Training	1	Ramazzottius varieornatus	Metazoa	445		False
Q96LW4	Q96LW4	0	Training	2	Homo sapiens	Metazoa	560		False
Q810W7	Q810W7	0	Training	3	Rattus norvegicus	Metazoa	1570		False
Q9S7D1	Q9S7D1	0	Training	4	Arabidopsis thaliana	Plants	808		False
P25626	P25626	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	169		False
P09077	P09077	0	Training	1	Drosophila melanogaster	Metazoa	417		False
P53140	P53140	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	646		False
Q1HG43	Q1HG43	0	Training	3	Homo sapiens	Metazoa	343		True
Q948R9	Q948R9	0	Training	4	Arabidopsis thaliana	Plants	314		False
Q9JMC2	Q9JMC2	0	Training	0	Mus musculus	Metazoa	493		False
Q9BRJ2	Q9BRJ2	0	Training	1	Homo sapiens	Metazoa	306		False
Q944N1	Q944N1	0	Training	2	Solanum lycopersicum	Plants	399		False
P28347	P28347	0	Training	3	Homo sapiens	Metazoa	426		False
Q84VX3	Q84VX3	0	Training	4	Arabidopsis thaliana	Plants	626		False
Q6ZLB0	Q6ZLB0	0	Training	0	Oryza sativa subsp. japonica	Plants	436		False
Q02336	Q02336	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	434		False
Q9C0C6	Q9C0C6	0	Training	2	Homo sapiens	Metazoa	399		False
P40576	P40576	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216		True
P70670	P70670	0	Training	4	Mus musculus	Metazoa	2187		False
Q06505	Q06505	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	410		False
Q9VLP7	Q9VLP7	0	Training	1	Drosophila melanogaster	Metazoa	397		False
Q8VZD4	Q8VZD4	0	Training	2	Arabidopsis thaliana	Plants	709		False
Q61827	Q61827	0	Training	3	Mus musculus	Metazoa	156		False
Q54T86	Q54T86	0	Training	4	Dictyostelium discoideum	Other	568		False
Q8IU81	Q8IU81	0	Training	0	Homo sapiens	Metazoa	584		False
Q04052	Q04052	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	950		False
Q8WWM7	Q8WWM7	0	Training	2	Homo sapiens	Metazoa	1075		False
A6H8H2	A6H8H2	0	Training	3	Mus musculus	Metazoa	1906		False
Q6ZSZ5	Q6ZSZ5	0	Training	4	Homo sapiens	Metazoa	1361		False
P53259	P53259	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346		False
Q6PIZ9	Q6PIZ9	0	Training	1	Homo sapiens	Metazoa	186		True
P40202	P40202	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		False
Q1G3K8	Q1G3K8	0	Training	3	Arabidopsis thaliana	Plants	216		False
B9DHT4	B9DHT4	0	Training	4	Arabidopsis thaliana	Plants	710		False
P09457	P09457	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	212		False
A0A509AER3	A0A509AER3	0	Training	1	Plasmodium berghei (strain Anka)	Other	247		False
Q9H9Q4	Q9H9Q4	0	Training	2	Homo sapiens	Metazoa	299		False
A0A0K3AR81	A0A0K3AR81	0	Training	3	Caenorhabditis elegans	Metazoa	696		False
Q7Z7C8	Q7Z7C8	0	Training	4	Homo sapiens	Metazoa	310		False
Q6PP77	Q6PP77	0	Training	0	Homo sapiens	Metazoa	449		True
Q9UQ35	Q9UQ35	0	Training	1	Homo sapiens	Metazoa	2752		False
E9Q4F7	E9Q4F7	0	Training	2	Mus musculus	Metazoa	2643		False
Q9H4Q4	Q9H4Q4	0	Training	3	Homo sapiens	Metazoa	367		False
Q8BH07	Q8BH07	0	Training	4	Mus musculus	Metazoa	226		False
Q6P4Q7	Q6P4Q7	0	Training	0	Homo sapiens	Metazoa	775		False
Q9D842	Q9D842	0	Training	1	Mus musculus	Metazoa	499		False
Q9Y603	Q9Y603	0	Training	2	Homo sapiens	Metazoa	341		False
Q05123	Q05123	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467		False
Q9LMR3	Q9LMR3	0	Training	4	Arabidopsis thaliana	Plants	358		False
P08740	P08740	0	Training	0	Chlamydomonas reinhardtii	Plants	382		True
Q5Z807	Q5Z807	0	Training	1	Oryza sativa subsp. japonica	Plants	390		False
Q7K3L1	Q7K3L1	0	Training	2	Drosophila melanogaster	Metazoa	921		False
P30999	P30999	0	Training	3	Mus musculus	Metazoa	938		False
P18409	P18409	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	493		False
Q80SY4	Q80SY4	0	Training	0	Mus musculus	Metazoa	1006		False
P02730	P02730	0	Training	1	Homo sapiens	Metazoa	911		False
Q9Y6F1	Q9Y6F1	0	Training	2	Homo sapiens	Metazoa	533		False
P52656	P52656	0	Training	3	Drosophila melanogaster	Metazoa	106		False
Q63768	Q63768	0	Training	4	Rattus norvegicus	Metazoa	304		False
Q9UDR5	Q9UDR5	0	Training	0	Homo sapiens	Metazoa	926		False
P31376	P31376	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	625		False
P06785	P06785	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304		False
Q12418	Q12418	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	502		False
Q08818	Q08818	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	692		False
Q9SRT0	Q9SRT0	0	Training	0	Arabidopsis thaliana	Plants	460		False
P41930	P41930	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458		True
Q9H7L9	Q9H7L9	0	Training	2	Homo sapiens	Metazoa	328		False
P06841	P06841	0	Training	3	Scyliorhinus canicula	Metazoa	45		False
Q5EAF2	Q5EAF2	0	Training	4	Arabidopsis thaliana	Plants	334		False
Q99990	Q99990	0	Training	0	Homo sapiens	Metazoa	258		False
F7VJQ1	F7VJQ1	0	Training	1	Homo sapiens	Metazoa	73		True
Q8S948	Q8S948	0	Training	2	Arabidopsis thaliana	Plants	406		False
P23508	P23508	0	Training	3	Homo sapiens	Metazoa	829		False
P42737	P42737	0	Training	4	Arabidopsis thaliana	Plants	331		False
Q40089	Q40089	0	Training	0	Ipomoea batatas	Plants	200		False
Q92748	Q92748	0	Training	1	Homo sapiens	Metazoa	146		False
Q9FR37	Q9FR37	0	Training	2	Arabidopsis thaliana	Plants	425		False
Q8N3I7	Q8N3I7	0	Training	3	Homo sapiens	Metazoa	341		False
Q9W1C5	Q9W1C5	0	Training	4	Drosophila melanogaster	Metazoa	2053		False
O47027	O47027	0	Training	0	Chlamydomonas reinhardtii	Plants	570		False
P38790	P38790	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		False
Q63342	Q63342	0	Training	2	Rattus norvegicus	Metazoa	857		False
Q8W5B1	Q8W5B1	0	Training	3	Arabidopsis thaliana	Plants	440		False
Q9CQP8	Q9CQP8	0	Training	4	Mus musculus	Metazoa	194		False
Q9Y221	Q9Y221	0	Training	0	Homo sapiens	Metazoa	180		False
Q14142	Q14142	0	Training	1	Homo sapiens	Metazoa	442		False
Q96B49	Q96B49	0	Training	2	Homo sapiens	Metazoa	74		True
C0HMD7	C0HMD7	0	Training	3	Homo sapiens	Metazoa	151		False
P53968	P53968	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	678		False
Q9DAD6	Q9DAD6	0	Training	0	Mus musculus	Metazoa	137		False
Q8L960	Q8L960	0	Training	1	Arabidopsis thaliana	Plants	410		False
Q9H4Z3	Q9H4Z3	0	Training	2	Homo sapiens	Metazoa	704		False
O54931	O54931	0	Training	3	Mus musculus	Metazoa	1089		False
P0CG12	P0CG12	0	Training	4	Homo sapiens	Metazoa	524		False
P07768	P07768	0	Training	0	Oryctolagus cuniculus	Metazoa	1827		True
P53072	P53072	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289		False
Q4V7C6	Q4V7C6	0	Training	2	Rattus norvegicus	Metazoa	693		False
Q12259	Q12259	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	485		False
A0A061ACU2	A0A061ACU2	0	Training	4	Caenorhabditis elegans	Metazoa	2442		True
P47139	P47139	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	656		False
Q09683	Q09683	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	649		False
P25846	P25846	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	959		False
P40342	P40342	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146		False
Q12199	Q12199	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356		False
P35735	P35735	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		True
Q9SMX1	Q9SMX1	0	Training	1	Arabidopsis thaliana	Plants	571		False
Q2Q5T5	Q2Q5T5	0	Training	2	Mus musculus	Metazoa	84		True
Q9H063	Q9H063	0	Training	3	Homo sapiens	Metazoa	256		False
O43031	O43031	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381		False
Q6PCP5	Q6PCP5	0	Training	0	Mus musculus	Metazoa	291		False
Q9NW13	Q9NW13	0	Training	1	Homo sapiens	Metazoa	759		False
Q9V9V9	Q9V9V9	0	Training	2	Drosophila melanogaster	Metazoa	200		False
O14313	O14313	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	156		False
Q9UKV8	Q9UKV8	0	Training	4	Homo sapiens	Metazoa	859		False
P25046	P25046	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220		False
P46983	P46983	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		False
Q7TS55	Q7TS55	0	Training	2	Mus musculus	Metazoa	173		True
P25644	P25644	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	796		False
Q96BR5	Q96BR5	0	Training	4	Homo sapiens	Metazoa	231		False
Q9ZNX9	Q9ZNX9	0	Training	0	Arabidopsis thaliana	Plants	517		False
Q98TA5	Q98TA5	0	Training	1	Xenopus laevis	Metazoa	896		False
Q9BSN7	Q9BSN7	0	Training	2	Homo sapiens	Metazoa	226		True
Q8IYT2	Q8IYT2	0	Training	3	Homo sapiens	Metazoa	770		False
Q9FZK4	Q9FZK4	0	Training	4	Arabidopsis thaliana	Plants	122		False
Q95QA6	Q95QA6	0	Training	0	Caenorhabditis elegans	Metazoa	663		False
P53193	P53193	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	184		False
Q9NTI7	Q9NTI7	0	Training	2	Homo sapiens	Metazoa	297		False
A0JNW5	A0JNW5	0	Training	3	Homo sapiens	Metazoa	1464		False
Q8BXP5	Q8BXP5	0	Training	4	Mus musculus	Metazoa	385		False
Q9SYU4	Q9SYU4	0	Training	0	Arabidopsis thaliana	Plants	381		True
Q12223	Q12223	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238		False
Q8K2C6	Q8K2C6	0	Training	2	Mus musculus	Metazoa	310		False
Q3UK10	Q3UK10	0	Training	3	Mus musculus	Metazoa	175		False
Q9SIG8	Q9SIG8	0	Training	4	Arabidopsis thaliana	Plants	519		False
Q8RY73	Q8RY73	0	Training	0	Arabidopsis thaliana	Plants	544		False
P34160	P34160	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861		False
Q61818	Q61818	0	Training	2	Mus musculus	Metazoa	1889		False
P80235	P80235	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	687		False
O59836	O59836	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	545		False
Q9LK57	Q9LK57	0	Training	0	Arabidopsis thaliana	Plants	394		False
O14867	O14867	0	Training	1	Homo sapiens	Metazoa	736		False
Q9JIR4	Q9JIR4	0	Training	2	Rattus norvegicus	Metazoa	1615		False
F8VQK3	F8VQK3	0	Training	3	Mus musculus	Metazoa	730		False
Q563C3	Q563C3	0	Training	4	Xenopus laevis	Metazoa	269		False
Q6NME7	Q6NME7	0	Training	0	Arabidopsis thaliana	Plants	127		False
Q8N5I2	Q8N5I2	0	Training	1	Homo sapiens	Metazoa	433		False
Q9NWQ9	Q9NWQ9	0	Training	2	Homo sapiens	Metazoa	140		False
Q9FFF4	Q9FFF4	0	Training	3	Arabidopsis thaliana	Plants	477		False
Q9CQJ2	Q9CQJ2	0	Training	4	Mus musculus	Metazoa	290		False
Q8BLG0	Q8BLG0	0	Training	0	Mus musculus	Metazoa	1010		False
O74429	O74429	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920		False
Q42588	Q42588	0	Training	2	Arabidopsis thaliana	Plants	314		False
Q99728	Q99728	0	Training	3	Homo sapiens	Metazoa	777		False
Q21227	Q21227	0	Training	4	Caenorhabditis elegans	Metazoa	1188		False
P53064	P53064	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	558		False
P53266	P53266	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	389		True
Q9Y605	Q9Y605	0	Training	2	Homo sapiens	Metazoa	127		False
P54310	P54310	0	Training	3	Mus musculus	Metazoa	759		False
P40155	P40155	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199		True
Q283Q6	Q283Q6	0	Training	0	Xenopus laevis	Metazoa	784		False
Q8T0G4	Q8T0G4	0	Training	1	Drosophila melanogaster	Metazoa	629		False
O60127	O60127	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	126		False
O60130	O60130	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	827		False
Q17381	Q17381	0	Training	4	Caenorhabditis elegans	Metazoa	506		False
P53187	P53187	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214		False
Q96PM9	Q96PM9	0	Training	1	Homo sapiens	Metazoa	386		False
Q5VZI3	Q5VZI3	0	Training	2	Homo sapiens	Metazoa	342		False
P28805	P28805	0	Training	3	Spinacia oleracea	Plants	66		False
Q01217	Q01217	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	863		False
Q9SII9	Q9SII9	0	Training	0	Arabidopsis thaliana	Plants	538		False
G5E8K5	G5E8K5	0	Training	1	Mus musculus	Metazoa	1961		False
Q9LTY1	Q9LTY1	0	Training	2	Arabidopsis thaliana	Plants	726		False
Q6P587	Q6P587	0	Training	3	Homo sapiens	Metazoa	221		False
P40057	P40057	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	128		False
Q810F1	Q810F1	0	Training	0	Cavia porcellus	Metazoa	705		True
Q9VKJ9	Q9VKJ9	0	Training	1	Drosophila melanogaster	Metazoa	816		False
P38345	P38345	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138		False
P46783	P46783	0	Training	3	Homo sapiens	Metazoa	165		False
Q8GSI0	Q8GSI0	0	Training	4	Oryza sativa subsp. japonica	Plants	179		False
Q9LHJ9	Q9LHJ9	0	Training	0	Arabidopsis thaliana	Plants	385		False
P54274	P54274	0	Training	1	Homo sapiens	Metazoa	439		False
Q9BQP7	Q9BQP7	0	Training	2	Homo sapiens	Metazoa	344		False
P32389	P32389	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	672		False
Q6NKX1	Q6NKX1	0	Training	4	Arabidopsis thaliana	Plants	476		False
F4I3V6	F4I3V6	0	Training	0	Arabidopsis thaliana	Plants	192		False
Q80ZD3	Q80ZD3	0	Training	1	Mus musculus	Metazoa	593		True
Q9CWR7	Q9CWR7	0	Training	2	Mus musculus	Metazoa	339		True
P41779	P41779	0	Training	3	Caenorhabditis elegans	Metazoa	338		False
P34111	P34111	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1160		False
Q9P0M9	Q9P0M9	0	Training	0	Homo sapiens	Metazoa	148		False
P69447	P69447	0	Training	1	Spinacia oleracea	Plants	81		True
Q8L493	Q8L493	0	Training	2	Arabidopsis thaliana	Plants	373		False
Q9LH52	Q9LH52	0	Training	3	Arabidopsis thaliana	Plants	325		False
P36632	P36632	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	614		False
Q8K3J1	Q8K3J1	0	Training	0	Mus musculus	Metazoa	212		False
Q8S9M1	Q8S9M1	0	Training	1	Arabidopsis thaliana	Plants	299		False
P09085	P09085	0	Training	2	Drosophila melanogaster	Metazoa	427		False
Q9UUJ4	Q9UUJ4	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	333		False
Q9SZR9	Q9SZR9	0	Training	4	Arabidopsis thaliana	Plants	638		False
O43687	O43687	0	Training	0	Homo sapiens	Metazoa	104		False
A0SVK0	A0SVK0	0	Training	1	Arabidopsis thaliana	Plants	291		False
Q93227	Q93227	0	Training	2	Caenorhabditis elegans	Metazoa	431		False
Q9H1K0	Q9H1K0	0	Training	3	Homo sapiens	Metazoa	784		False
Q60560	Q60560	0	Training	4	Mesocricetus auratus	Metazoa	989		False
Q9FZ96	Q9FZ96	0	Training	0	Arabidopsis thaliana	Plants	356		True
O75955	O75955	0	Training	1	Homo sapiens	Metazoa	427		False
Q9ZVD0	Q9ZVD0	0	Training	2	Arabidopsis thaliana	Plants	720		False
O55081	O55081	0	Training	3	Rattus norvegicus	Metazoa	1135		False
Q06339	Q06339	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	672		False
D3ZKB9	D3ZKB9	0	Training	0	Rattus norvegicus	Metazoa	1072		False
Q01664	Q01664	0	Training	1	Homo sapiens	Metazoa	338		False
Q9Y7L4	Q9Y7L4	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	409		False
O75937	O75937	0	Training	3	Homo sapiens	Metazoa	253		False
P27202	P27202	0	Training	4	Arabidopsis thaliana	Plants	140		False
Q59UY7	Q59UY7	0	Training	0	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	917		False
P82245	P82245	0	Training	1	Spinacia oleracea	Plants	148		False
Q9UII2	Q9UII2	0	Training	2	Homo sapiens	Metazoa	106		False
B6TTV8	B6TTV8	0	Training	3	Zea mays	Plants	498		False
C0HM98	C0HM98	0	Training	4	Homo sapiens	Metazoa	186		False
Q9SUP6	Q9SUP6	0	Training	0	Arabidopsis thaliana	Plants	324		False
O35144	O35144	0	Training	1	Mus musculus	Metazoa	541		False
Q9WV02	Q9WV02	0	Training	2	Mus musculus	Metazoa	391		False
Q9H0E9	Q9H0E9	0	Training	3	Homo sapiens	Metazoa	1235		False
Q8CGY6	Q8CGY6	0	Training	4	Mus musculus	Metazoa	931		False
Q7X7A4	Q7X7A4	0	Training	0	Oryza sativa subsp. japonica	Plants	475		False
Q12107	Q12107	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	265		False
Q96IR7	Q96IR7	0	Training	2	Homo sapiens	Metazoa	371		False
Q5TGZ0	Q5TGZ0	0	Training	3	Homo sapiens	Metazoa	78		True
Q8H1E5	Q8H1E5	0	Training	4	Arabidopsis thaliana	Plants	783		False
P49005	P49005	0	Training	0	Homo sapiens	Metazoa	469		False
P53076	P53076	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	958		False
Q9UT17	Q9UT17	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328		False
Q9U3V9	Q9U3V9	0	Training	3	Drosophila melanogaster	Metazoa	2079		False
P38830	P38830	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	627		False
Q9UKK3	Q9UKK3	0	Training	0	Homo sapiens	Metazoa	1724		False
P38637	P38637	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319		False
Q9LRH6	Q9LRH6	0	Training	2	Arabidopsis thaliana	Plants	309		False
Q9I869	Q9I869	0	Training	3	Xenopus laevis	Metazoa	651		False
Q9QY24	Q9QY24	0	Training	4	Mus musculus	Metazoa	411		False
Q9H0A8	Q9H0A8	0	Training	0	Homo sapiens	Metazoa	199		False
P56749	P56749	0	Training	1	Homo sapiens	Metazoa	244		True
Q17TI5	Q17TI5	0	Training	2	Arabidopsis thaliana	Plants	344		False
Q80TN7	Q80TN7	0	Training	3	Mus musculus	Metazoa	2359		False
O95817	O95817	0	Training	4	Homo sapiens	Metazoa	575		False
Q8IXI2	Q8IXI2	0	Training	0	Homo sapiens	Metazoa	618		False
O94268	O94268	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608		False
O74935	O74935	0	Training	2	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	700		False
P39707	P39707	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275		False
P26770	P26770	0	Training	4	Rattus norvegicus	Metazoa	1064		True
P20143	P20143	0	Training	0	Hordeum vulgare	Plants	143		False
Q9D2V8	Q9D2V8	0	Training	1	Mus musculus	Metazoa	456		True
Q8IPX7	Q8IPX7	0	Training	2	Drosophila melanogaster	Metazoa	232		False
P15315	P15315	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	225		False
O89019	O89019	0	Training	4	Mus musculus	Metazoa	1062		False
Q99MA9	Q99MA9	0	Training	0	Mus musculus	Metazoa	365		False
Q8NEZ4	Q8NEZ4	0	Training	1	Homo sapiens	Metazoa	4911		False
P70331	P70331	0	Training	2	Mus musculus	Metazoa	251		False
Q9Y5Y0	Q9Y5Y0	0	Training	3	Homo sapiens	Metazoa	555		False
Q8L7S5	Q8L7S5	0	Training	4	Arabidopsis thaliana	Plants	642		False
O13539	O13539	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	261		False
Q7KZN9	Q7KZN9	0	Training	1	Homo sapiens	Metazoa	410		True
Q9P7S9	Q9P7S9	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	194		False
P17429	P17429	0	Training	3	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	876		False
Q92374	Q92374	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	104		False
O95359	O95359	0	Training	0	Homo sapiens	Metazoa	2948		False
P14866	P14866	0	Training	1	Homo sapiens	Metazoa	589		False
Q9URY2	Q9URY2	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	474		False
Q9Y5Q8	Q9Y5Q8	0	Training	3	Homo sapiens	Metazoa	519		False
P28350	P28350	0	Training	4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1093		False
P32570	P32570	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	121		False
O77480	O77480	0	Training	1	Bos taurus	Metazoa	390		False
Q38931	Q38931	0	Training	2	Arabidopsis thaliana	Plants	551		False
O13919	O13919	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1075		False
Q9VIT0	Q9VIT0	0	Training	4	Drosophila melanogaster	Metazoa	255		False
Q9NYF8	Q9NYF8	0	Training	0	Homo sapiens	Metazoa	920		False
Q9LVI4	Q9LVI4	0	Training	1	Arabidopsis thaliana	Plants	352		False
Q54XQ2	Q54XQ2	0	Training	2	Dictyostelium discoideum	Other	1125		False
C4LY96	C4LY96	0	Training	3	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	1151		False
Q9DAT5	Q9DAT5	0	Training	4	Mus musculus	Metazoa	417		False
P41277	P41277	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250		False
Q37707	Q37707	0	Training	1	Artemia franciscana	Metazoa	53		True
Q10168	Q10168	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	598		False
Q9JJ28	Q9JJ28	0	Training	3	Mus musculus	Metazoa	1271		False
Q9M7I7	Q9M7I7	0	Training	4	Arabidopsis thaliana	Plants	318		False
V5IM60	V5IM60	0	Training	0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	59		False
Q5VTB9	Q5VTB9	0	Training	1	Homo sapiens	Metazoa	566		False
O75164	O75164	0	Training	2	Homo sapiens	Metazoa	1064		False
Q63638	Q63638	0	Training	3	Rattus norvegicus	Metazoa	3259		False
Q8RWI0	Q8RWI0	0	Training	4	Arabidopsis thaliana	Plants	391		True
Q86V20	Q86V20	0	Training	0	Homo sapiens	Metazoa	835		False
